car,price,body,mileage,engV,engType,registration,year,model,drive
Mercedes-Benz,31990,crossover,95,4.7,Petrol,yes,2010,GL 450,full
Mercedes-Benz,24990,sedan,85,5.5,Petrol,yes,2008,S 500,full
Mercedes-Benz,30500,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,rear
Mercedes-Benz,23900,sedan,187,5.5,Petrol,yes,2007,S 550,full
BMW,52222,hatch,3,2,Diesel,yes,2016,4 Series Gran Coupe,full
Nissan,9000,sedan,25,1.6,Petrol,yes,2011,Almera,front
Audi,6200,sedan,200,1.8,Petrol,yes,2003,A4,front
Mercedes-Benz,8400,other,457,5,Gas,yes,1996,S 140,rear
Audi,8600,sedan,260,2.5,Diesel,yes,2002,A6,front
Alfa Romeo,2300,sedan,94,1.8,Petrol,no,2000,156,front
Mitsubishi,15900,crossover,180,3,Gas,yes,2008,Pajero Wagon,full
Nissan,21999,crossover,109,3,Diesel,yes,2005,Patrol,full
Volvo,17000,sedan,135,1.6,Petrol,yes,2012,S60,front
Hyundai,33500,crossover,0,2,Petrol,yes,2016,Tucson,full
Volkswagen,2600,sedan,280,2.5,Diesel,no,2000,Passat B5,front
Volkswagen,16800,crossover,249,5,Diesel,yes,2005,Touareg,full
Citroen,14222,van,42,1.6,Diesel,yes,2015,Berlingo ïàññ.,front
Opel,3800,sedan,327,1.8,Petrol,yes,1998,Vectra B,front
Infiniti,27900,sedan,49,2.5,Petrol,yes,2013,G25,rear
VAZ,4500,vagon,100,1.6,Gas,yes,2009,2109,
Volkswagen,7750,van,235,1.9,Diesel,yes,2004,T5 (Transporter) ïàññ.,front
Citroen,5777,other,103,1.6,Petrol,yes,2008,C4,front
BMW,6699,sedan,299,2.2,Petrol,yes,2001,523,rear
Porsche,36999,crossover,112,3,Diesel,yes,2010,Cayenne,full
Audi,6499,sedan,270,4.2,Petrol,yes,2000,S8,full
Hyundai,9650,crossover,170,2,Diesel,yes,2006,Tucson,full
BMW,9100,sedan,230,2,Gas,yes,2004,318,rear
Fiat,2900,vagon,270,1.9,Diesel,no,2004,Doblo ïàññ.,front
Fiat,6500,van,170,1.3,Diesel,yes,2009,Fiorino ïàññ.,front
Toyota,8500,hatch,55,1,Petrol,yes,2011,Aygo,front
Volvo,24000,vagon,55,1.6,Diesel,yes,2013,V40,front
BMW,3000,sedan,350,99.99,Other,yes,1992,520,rear
Chevrolet,0,van,130,4.3,Petrol,yes,1998,Astro ïàññ.,full
Samand,5500,sedan,95,1.8,Gas,yes,2007,EL,front
VAZ,4000,sedan,150,1.6,Petrol,yes,2007,2170,front
Citroen,9100,van,110,2,Diesel,yes,2013,Jumpy ãðóç.,
Peugeot,7500,other,167,1.6,Diesel,yes,2010,Partner ãðóç.,front
Kia,9750,crossover,150,2,Petrol,yes,2008,Sportage,front
Fiat,3650,van,120,2,Diesel,yes,2001,Scudo ãðóç.,front
Audi,39900,other,12,1.8,Petrol,yes,2014,A5,front
Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002,220,rear
Volkswagen,2200,hatch,33,1.9,Diesel,yes,1985,Golf II,front
Nissan,24000,crossover,161,3,Diesel,yes,2006,Patrol,
Kia,8500,sedan,150,2,Gas,yes,2008,Magentis,front
Mitsubishi,22500,other,57,2.5,Other,yes,2013,L 200,full
Infiniti,42000,crossover,33,3.7,Petrol,yes,2014,QX70,full
Mercedes-Benz,7300,hatch,176,1.4,Petrol,yes,2004,A 140,front
Mazda,7000,sedan,170,2,Petrol,yes,2005,3,front
Kia,3300,van,300,2.2,Diesel,yes,1998,Besta,rear
BMW,17800,vagon,159,3,Diesel,yes,2008,530,rear
Hyundai,15450,crossover,63,2,Petrol,yes,2011,Tucson,full
BMW,7400,sedan,279,3.5,Gas,yes,1998,735,rear
Chevrolet,7500,sedan,120,2.5,Gas,yes,2006,Evanda,front
Mercedes-Benz,4900,van,248,2.2,Diesel,yes,2003,Vito ãðóç.,front
VAZ,4200,hatch,73,1.6,Petrol,yes,2010,2114,front
Subaru,18500,sedan,51,2.5,Petrol,yes,2011,Impreza,full
Smart,3499,sedan,145,6,Petrol,yes,2000,Fortwo,rear
Opel,3999,van,230,1.7,Diesel,yes,1999,Combo ãðóç.,front
Mitsubishi,22800,crossover,43,2.4,Petrol,yes,2013,Outlander,full
Daewoo,3199,sedan,255,1.6,Gas,yes,1998,Nubira,front
Renault,7300,van,200,1.5,Diesel,yes,2007,Megane,front
Chevrolet,6000,sedan,189,1.6,Petrol,yes,2006,Lacetti,front
Audi,11900,sedan,195,2.4,Gas,yes,2005,A6,front
Honda,24000,sedan,68,2.4,Petrol,yes,2013,Accord,
Citroen,7600,vagon,78,1.4,Petrol,yes,2012,C3 Picasso,
Subaru,17000,sedan,115,2,Other,yes,2004,Impreza WRX STI,full
Hyundai,5500,hatch,110,1.4,Petrol,yes,2007,Getz,front
Volkswagen,17900,other,119,2,Diesel,yes,2012,T6 (Transporter) ïàññ.,front
Nissan,2000,sedan,268,2.2,Diesel,no,2000,Almera,front
Alfa Romeo,12000,sedan,150,2.2,Petrol,yes,2008,159,front
Volkswagen,7777,other,214,2,Other,yes,2007,Caddy ïàññ.,
Audi,8400,sedan,260,1.8,Gas,yes,2003,A4,front
Renault,7900,van,149,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
Land Rover,11000,crossover,270,2.5,Diesel,yes,1996,Range Rover,full
BMW,0,crossover,0,2,Diesel,yes,2016,X5,full
VAZ,1600,sedan,123,1.3,Petrol,yes,1988,2109,front
Mercedes-Benz,5800,sedan,366,3.2,Gas,yes,1991,S 320,rear
VAZ,5990,crossover,1,1.7,Petrol,yes,1981,2121,full
Mercedes-Benz,10550,other,128,NA,Other,yes,2011,Vito ãðóç.,
Ford,9900,van,213,2.2,Diesel,yes,2012,Transit ãðóç.,front
BMW,0,hatch,107,2,Petrol,yes,2006,118,rear
Mercedes-Benz,42000,sedan,38,2.2,Diesel,yes,2014,CLA 220,
BMW,68500,sedan,43,4.4,Petrol,yes,2013,750,full
Audi,2000,vagon,310,2.5,Other,no,1998,A6,front
Toyota,2800,sedan,287,1.3,Petrol,yes,1995,Corolla,front
VAZ,1500,vagon,300,1.2,Petrol,yes,1980,2102,rear
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
Honda,4000,sedan,350,1.5,Petrol,yes,1998,Civic,front
Kia,9300,sedan,163,3.5,Petrol,yes,2006,Opirus,front
Suzuki,10800,hatch,85,1.6,Petrol,yes,2011,SX4,front
Skoda,7900,sedan,155,1.6,Gas,yes,2006,Octavia A5,front
Toyota,27000,other,105,2.5,Diesel,yes,2013,Hilux,full
Mazda,1500,sedan,1,2,Gas,yes,1986,626,front
Peugeot,6000,van,185,2,Diesel,yes,2005,Partner ïàññ.,front
Peugeot,8300,other,211,3,Gas,yes,2006,407,front
Kia,18300,crossover,119,2.4,Gas,yes,2011,Sorento,full
Volkswagen,8350,van,1,1.6,Diesel,yes,2011,Caddy ãðóç.,front
Toyota,18000,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,full
Toyota,47700,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,full
Opel,11550,sedan,48,2.2,Petrol,yes,2009,Vectra C,front
Lincoln,6500,other,59,4.6,Petrol,yes,1995,Town Car,rear
VAZ,926.25,sedan,150,1.2,Petrol,yes,1986,2101,rear
Renault,14500,sedan,98,1.5,Diesel,yes,2014,Fluence,front
Volkswagen,0,van,123,1.2,Petrol,yes,2013,Caddy ïàññ.,front
Hyundai,6999,sedan,71,1.4,Other,yes,2008,Accent,front
Rover,2850,sedan,269,2,Diesel,no,2002,75,front
BMW,65000,crossover,58,4.4,Petrol,yes,2014,X5,full
BMW,18100,crossover,200,4.8,Petrol,yes,2005,X5,full
Toyota,22900,crossover,34,2,Petrol,yes,2012,Rav 4,full
Opel,3500,vagon,392,1.7,Diesel,yes,1999,Astra G,front
Audi,13300,sedan,207,4.2,Petrol,yes,2004,A8,full
Mercedes-Benz,13300,sedan,358,5,Gas,yes,2003,S 500,full
Hyundai,9500,hatch,45,1.4,Petrol,yes,2011,i20,front
Renault,7200,vagon,224,1.5,Diesel,yes,2004,Megane,front
Volvo,5000,sedan,310,2,Petrol,yes,1996,S40,front
Volkswagen,14900,sedan,73,NA,Petrol,yes,2012,Jetta,front
Mercedes-Benz,13999,van,98,2.2,Diesel,yes,2011,Vito ãðóç.,full
Hyundai,9700,vagon,42,1.8,Petrol,yes,2011,Matrix,front
SsangYong,20410.845,crossover,0,2,Diesel,yes,2014,Korando,front
Kia,11200,other,151,2.5,Diesel,yes,2007,Sorento,full
SsangYong,21337.095,crossover,0,2,Diesel,yes,2014,Kyron,full
SsangYong,19595.745,crossover,0,2,Diesel,yes,2014,Korando,front
Volkswagen,7800,sedan,220,1.8,Gas,yes,2002,Passat B5,front
VAZ,2500,vagon,125,1.5,Gas,yes,2007,2104,rear
Volkswagen,7350,hatch,180,1.4,Petrol,yes,2003,Golf IV,front
SsangYong,12000,crossover,124,2,Diesel,yes,2008,Kyron,full
Nissan,15300,hatch,25,NA,Other,yes,2013,Leaf,front
Toyota,76500,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full
Audi,1700,sedan,177,1.6,Petrol,no,1996,A4,front
Dodge,4300,sedan,263,3.5,Petrol,yes,1995,Intrepid,front
Ford,6500,vagon,171,1.4,Petrol,yes,2008,Fusion,front
Subaru,21000,sedan,3,2.5,Petrol,yes,2007,Impreza WRX STI,full
Mercedes-Benz,45000,sedan,1,1.6,Petrol,yes,2015,C-Class,
Volkswagen,5300,van,505,2.4,Diesel,yes,1995,T4 (Transporter) ïàññ.,front
Volkswagen,7300,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front
Skoda,9500,hatch,118,1.8,Petrol,yes,2009,Octavia,front
Suzuki,9700,hatch,114,1.6,Petrol,yes,2009,SX4,front
Mercedes-Benz,5990,sedan,400,2,Gas,yes,1998,E-Class,rear
Citroen,6500,van,177,1.4,Diesel,yes,2008,Nemo ïàññ.,front
Mercedes-Benz,18500,van,170,2.2,Diesel,yes,2010,Vito ïàññ.,rear
Mitsubishi,7000,sedan,158,1.6,Petrol,yes,2007,Lancer,front
Opel,3100,sedan,230,2,Diesel,yes,1998,Vectra B,front
BMW,52300,sedan,55,3,Diesel,yes,2013,5 Series GT,full
Mercedes-Benz,58500,crossover,128,3,Diesel,yes,2013,ML 350,full
VAZ,6700,sedan,65,1.6,Petrol,yes,2014,2170,front
Skoda,6500,hatch,265,1.8,Gas,yes,2002,Octavia,front
Citroen,10300,van,17,1.4,Petrol,yes,2011,C3 Picasso,front
Fiat,4000,van,999,2.5,Diesel,yes,1998,Ducato ïàññ.,front
Honda,6999,sedan,320,1.8,Petrol,yes,2007,Civic,front
Toyota,24000,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,full
Mercedes-Benz,0,van,273,2.9,Diesel,yes,2001,Sprinter 310 ïàññ.,
Mercedes-Benz,4900,sedan,282,3.2,Gas,yes,1993,E-Class,rear
Citroen,4500,van,1,2,Diesel,yes,2000,Berlingo ïàññ.,front
Toyota,15700,crossover,195,4,Gas,yes,2003,Land Cruiser Prado,full
UAZ,5980,crossover,155,2.7,Gas,yes,2007,Ïàòðèîò,full
ZAZ,7898.319,sedan,3,1.5,Other,yes,2014,Vida,front
ZAZ,7039.5,sedan,9,1.5,Gas,yes,2015,Lanos,front
Volkswagen,8700,hatch,148,1.4,Other,yes,2008,Polo,front
Volkswagen,12900,van,290,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
Ford,3950,hatch,250,2,Petrol,yes,1995,Mondeo,front
BMW,8500,sedan,352,2.17,Petrol,yes,2001,520,front
Great Wall,8500,crossover,116,2.4,Petrol,yes,2006,Hover,full
VAZ,4800,sedan,80,1.6,Petrol,yes,2011,2110,front
Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350,full
Mitsubishi,5700,sedan,176,1.6,Petrol,yes,2004,Lancer,front
Daewoo,2999,sedan,225,2,Gas,yes,1998,Leganza,front
Fiat,9700,van,141,2,Diesel,yes,2012,Ducato ãðóç.,front
Mercedes-Benz,17990,crossover,230,3,Diesel,yes,2007,R 320,full
VAZ,2800,sedan,167,1.5,Petrol,yes,2002,2115,front
Ford,8700,hatch,84,1.6,Petrol,yes,2010,Fusion,front
Geely,7900,sedan,57,1.8,Petrol,yes,2014,Emgrand 7 (EC7),front
Renault,18932.55,hatch,0,1.5,Diesel,yes,2016,Megane,front
Renault,18988.125,crossover,0,1.5,Diesel,yes,2016,Duster,full
Hyundai,18300,other,0,NA,Other,yes,2012,Sonata,
Mercedes-Benz,17600,sedan,174,4,Diesel,yes,2005,S 400,rear
Volkswagen,12500,van,190,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
Renault,15820.35,sedan,0,1.5,Diesel,yes,2016,Fluence,front
Hyundai,12500,sedan,50,1.6,Petrol,yes,2013,Elantra,front
Jeep,55000,crossover,40,3.8,Petrol,yes,2011,Wrangler,full
Jeep,36999,crossover,0,2.4,Petrol,yes,2014,Cherokee,full
Volvo,4800,sedan,200,2.3,Gas,yes,1995,850,front
SsangYong,15500,crossover,87,2,Diesel,yes,2012,Korando,full
Skoda,8100,hatch,101,1.4,Petrol,yes,2011,Fabia,front
Kia,11111,sedan,44,1.4,Gas,yes,2013,Rio,front
Nissan,2700,sedan,227,2.5,Petrol,yes,1996,Cefiro,front
Audi,6500,vagon,421,2.5,Diesel,yes,1996,A6,front
Opel,5850,van,206,1.3,Diesel,yes,2011,Combo ãðóç.,front
Mercedes-Benz,35000,other,147,6,Petrol,yes,2001,S 600,rear
Opel,3600,sedan,400,1.6,Gas,yes,1991,Vectra A,front
Chevrolet,3500,other,198,3.1,Gas,yes,2015,Lumina,front
Opel,8700,van,305,1.9,Diesel,yes,2005,Vivaro ïàññ.,front
Chevrolet,6300,sedan,96,1.6,Other,yes,2008,Lacetti,front
Audi,31999,sedan,107,3,Diesel,yes,2009,A8,full
Volkswagen,3100,sedan,390,1.8,Petrol,yes,1990,Passat B3,front
Mitsubishi,4800,hatch,206,1.6,Gas,yes,2001,Carisma,front
BMW,2899,sedan,340,2.4,Diesel,yes,1988,524,rear
Fiat,7100,other,105,1.3,Diesel,yes,2007,Doblo ïàññ.,front
Renault,7650,van,151,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
Renault,7400,vagon,200,1.5,Diesel,yes,2007,Megane,front
Citroen,6800,hatch,88,1.6,Petrol,yes,2009,C4,front
Audi,63200,sedan,0,2,Petrol,yes,2016,A6,full
Mercedes-Benz,12200,other,287,3.2,Petrol,yes,2000,ML 320,full
JAC,4800,other,43,1,Petrol,yes,2014,J2,front
Volkswagen,8650,van,108,1.6,Diesel,yes,2013,Caddy ãðóç.,front
Great Wall,9800,crossover,47,2.4,Gas,yes,2008,Hover,full
Volkswagen,12850,crossover,200,2.5,Diesel,yes,2006,Touareg,full
Volkswagen,15200,crossover,58,2,Petrol,yes,2008,Tiguan,full
Audi,62000,vagon,24,3,Diesel,yes,2015,A6 Allroad,full
Mercedes-Benz,39000,crossover,195,5,Gas,yes,2002,G 500,full
Volkswagen,9600,sedan,106,1.6,Petrol,yes,2011,Polo,front
Hyundai,9800,crossover,66,2,Petrol,yes,2007,Tucson,front
Geely,5800,hatch,51,1.5,Gas,yes,2012,MK Cross,front
Mazda,8100,other,85,1.3,Petrol,yes,2004,RX-8,rear
Infiniti,23999,other,40,3.7,Petrol,yes,2008,G37,rear
BMW,13000,sedan,193,3.6,Petrol,yes,2003,735,rear
Renault,7200,sedan,69,1.4,Petrol,yes,2012,Symbol,front
Bentley,499999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Suzuki,10950,crossover,181,2,Other,yes,2008,Grand Vitara,full
ZAZ,2300,hatch,208,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front
Mercedes-Benz,62000,crossover,150,3,Diesel,yes,2013,GL 350,full
Mazda,10200,sedan,67,1.6,Petrol,yes,2009,3,front
Nissan,13000,hatch,45,1,Other,yes,2012,Leaf,
Geely,5600,sedan,39,1.5,Gas,yes,2013,MK,front
VAZ,670,sedan,5,1.5,Petrol,yes,1987,2105,rear
Seat,7500,hatch,71,1.2,Petrol,yes,2010,Ibiza,front
Toyota,54000,crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200,full
Kia,2500,sedan,300,1.8,Gas,yes,1998,Clarus,front
Nissan,5300,hatch,107,1.2,Petrol,yes,2008,Micra,front
Audi,2800,sedan,330,NA,Other,yes,1989,80,
Opel,4450,vagon,165,1.6,Petrol,yes,2000,Astra G,front
Nissan,12350,crossover,154,2,Gas,yes,2007,X-Trail,full
Toyota,29900,crossover,144,4,Gas,yes,2008,Land Cruiser 200,full
Mercedes-Benz,28500,hatch,15,1.8,Diesel,yes,2014,A 180,front
Hyundai,10900,sedan,115,2,Other,yes,2008,Sonata,front
Hyundai,6200,sedan,112,1.4,Petrol,yes,2007,Accent,front
Volkswagen,13700,other,200,2.5,Diesel,yes,2005,Touareg,full
Kia,6500,hatch,103,2,Petrol,yes,2006,Cerato,front
BMW,5650,sedan,284,2,Petrol,yes,1998,520,rear
ZAZ,1700,hatch,104,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front
Volkswagen,8900,van,169,1.9,Diesel,yes,2008,Caddy ïàññ.,front
Mitsubishi,14500,crossover,167,3,Gas,yes,2008,Pajero Wagon,full
Volkswagen,13500,van,124,2,Diesel,yes,2013,T6 (Transporter) ãðóç,front
Daewoo,4299,hatch,65,0.8,Petrol,yes,2012,Matiz,front
Honda,15300,sedan,46,1.8,Petrol,yes,2013,Civic,front
VAZ,1950,sedan,91,1.5,Petrol,yes,2005,2107,rear
Fiat,7800,hatch,90,1.4,Petrol,yes,2012,Grande Punto,front
Subaru,16500,sedan,145,2.5,Petrol,yes,2013,Legacy,full
Volkswagen,1899,hatch,300,1.6,Gas,yes,1984,Golf II,front
VAZ,1250,sedan,150,1.3,Petrol,yes,1989,2105,rear
Daewoo,3300,sedan,140,1.3,Petrol,yes,2005,Sens,front
Opel,6150,sedan,87,1.4,Gas,yes,2007,Astra G,front
Renault,7999,van,154,1.5,Diesel,yes,2008,Scenic,front
Daewoo,3900,sedan,101,1.5,Petrol,yes,2008,Lanos,front
Lexus,35000,crossover,87,4.7,Gas,yes,2007,LX 470,full
Mazda,20000,sedan,25,2,Petrol,yes,2015,6,front
Volkswagen,11990,van,231,2.5,Diesel,yes,2002,Caravelle,front
Ford,12900,hatch,35,1,Petrol,yes,2014,Fiesta,front
BMW,32500,vagon,162,3,Diesel,yes,2012,530,rear
Volkswagen,11990,van,231,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,front
Opel,2150,hatch,300,1.8,Gas,yes,1987,Kadett,front
Volkswagen,6400,van,181,2,Diesel,yes,2008,Caddy ãðóç.,front
Volkswagen,1296.75,sedan,1,1.6,Petrol,yes,1980,Jetta,
Mercedes-Benz,18800,other,90,1.8,Petrol,yes,2008,CLC 180,rear
Volkswagen,1300,other,10,1.6,Diesel,yes,1984,T2 (Transporter),rear
ZAZ,5800,sedan,46,1.5,Gas,yes,2013,Forza,front
Subaru,10200,sedan,112,2.5,Petrol,yes,2007,Legacy,full
Mercedes-Benz,39900,other,88,6.2,Petrol,yes,2008,CL 63 AMG,rear
Renault,13500,van,198,1.5,Diesel,yes,2012,Grand Scenic,front
Lexus,15300,crossover,162,3.3,Petrol,yes,2006,RX 330,full
Volkswagen,10200,van,153,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front
Toyota,2200,hatch,50,2,Petrol,yes,1991,Carina,front
Geely,9200,sedan,35,2,Petrol,yes,2015,Emgrand 8,front
ZAZ,1600,sedan,930,1.2,Gas,yes,2006,1103 Ñëàâóòà,front
Mercedes-Benz,9000,sedan,198,4,Diesel,yes,2002,S 400,
Chevrolet,44000,other,1,2,Petrol,yes,2016,Camaro,rear
Fiat,8900,vagon,124,1.3,Diesel,yes,2011,Qubo ïàññ.,front
SsangYong,16500,crossover,73,2,Diesel,yes,2013,Korando,
Great Wall,8800,sedan,1,1.5,Petrol,yes,2014,C30,front
Toyota,27000,other,192,3,Diesel,yes,2007,Hilux,full
Ford,35000,other,67,5,Gas,yes,2011,F-150,full
Peugeot,12782.25,hatch,0,1.2,Petrol,yes,2016,208,front
Suzuki,6999,hatch,92,1.3,Petrol,yes,2007,Swift,front
Opel,1099,sedan,250,1.8,Petrol,no,1996,Vectra B,front
Honda,9300,sedan,116,2,Petrol,yes,2006,Accord,front
Renault,6700,van,220,2,Other,yes,2007,Trafic ãðóç.,front
Subaru,11900,crossover,110,2,Petrol,yes,2008,Forester,full
Mazda,7999,sedan,135,2,Gas,yes,2006,6,front
Audi,22999,crossover,125,4.2,Petrol,yes,2008,Q7,full
Toyota,23500,sedan,80,2.5,Gas,yes,2014,Camry,front
Subaru,12900,crossover,139,2.5,Petrol,yes,2008,Forester,full
Renault,7500,sedan,131,1.6,Petrol,yes,2009,Megane,front
Samsung,6299,sedan,131,2,Petrol,yes,2004,SM5,front
Groz,3800,van,80,2.2,Petrol,yes,2008,Polarsun Business Van,rear
BMW,9500,sedan,339,3,Diesel,yes,2001,530,rear
Mercedes-Benz,9600,van,184,2.2,Diesel,yes,2012,Vito ãðóç.,rear
Mitsubishi,17900,crossover,89,3.8,Gas,yes,2008,Pajero Wagon,full
Citroen,9200,sedan,149,1.6,Diesel,yes,2013,C-Elysee,front
Honda,10300,sedan,106,2,Petrol,yes,2007,Accord,front
Opel,11700,hatch,30,1.6,Gas,yes,2014,Astra H,front
Honda,8500,crossover,90,2.4,Petrol,no,2011,CR-V,full
BMW,6500,sedan,272,2.8,Petrol,yes,1996,328,rear
Volkswagen,28660,van,0,1.6,Diesel,yes,2016,Caddy ïàññ.,front
Suzuki,7700,hatch,78,1.3,Petrol,yes,2007,Swift,front
Volvo,19899,hatch,25,1.6,Diesel,yes,2013,V40,front
Seat,3200,sedan,344,1.8,Gas,no,1996,Toledo,front
Volkswagen,9800,van,160,1.9,Diesel,yes,2009,Caddy ïàññ.,front
Mercedes-Benz,41900,sedan,95,6.3,Petrol,yes,2011,S 63 AMG,
Lamborghini,130000,other,20,5,Petrol,yes,2008,Gallardo,full
Lincoln,21500,crossover,85,3.5,Petrol,yes,2008,MKX,full
Toyota,10500,van,200,2.7,Gas,yes,2005,Tacoma,rear
Mercedes-Benz,2800,other,220,2.3,Petrol,no,2000,CLK 230,rear
Mercedes-Benz,0,sedan,16,3,Diesel,yes,2014,S 350,front
Volkswagen,16200,sedan,116,2,Diesel,yes,2011,Passat B7,front
Renault,8299,sedan,19,1.2,Petrol,yes,2013,Logan,front
Mercedes-Benz,104000,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,full
Volkswagen,3350,other,223,1.9,Diesel,yes,1997,Caddy ãðóç.,front
BMW,34000,sedan,115,5,Petrol,yes,2008,750,full
Mercedes-Benz,0,sedan,16,3,Diesel,yes,2014,S 350,full
Honda,18500,sedan,1,1.5,Petrol,yes,2016,Civic,front
Tesla,64900,sedan,23,NA,Other,yes,2013,Model S,rear
Lexus,45300,crossover,1,2,Petrol,yes,2015,NX 200,full
Ford,9750,hatch,99,1.6,Petrol,yes,2012,Focus,front
Audi,30900,crossover,70,2,Petrol,yes,2012,Q3,full
Toyota,26900,crossover,119,4,Gas,yes,2008,Land Cruiser Prado,full
Mercedes-Benz,28900,other,78,3.5,Petrol,yes,2010,E-Class,rear
Mercedes-Benz,0,crossover,0,2.2,Diesel,yes,2016,GLC-Class,full
Smart,7700,crossover,50,1,Petrol,yes,2011,Forfour,
Mercedes-Benz,35300,sedan,3,1.6,Petrol,yes,2014,CLA 200,front
Toyota,0,crossover,1,2.2,Diesel,yes,2016,Rav 4,full
SsangYong,20500,crossover,45,2,Diesel,yes,2014,Rexton W,full
Skoda,12999,sedan,70,1.6,Petrol,yes,2013,Octavia A5,front
UAZ,1750,crossover,1,2.4,Gas,yes,1982,469Á,full
Audi,80999,crossover,0,3,Diesel,yes,2016,Q7,full
Toyota,45500,crossover,45,3.5,Petrol,yes,2015,Highlander,full
BMW,4800,sedan,111,2.5,Gas,yes,1991,525,rear
Toyota,2999,vagon,5,1.3,Petrol,yes,1989,Corolla,front
BMW,27000,sedan,137,5,Other,yes,2005,M5,
Lexus,24500,hatch,70,1.8,Other,yes,2012,CT,front
Kia,13111,sedan,11,1.4,Petrol,yes,2015,Rio,front
Mercedes-Benz,6200,van,196,2.2,Diesel,yes,2002,Vito ïàññ.,front
VAZ,9500,crossover,7,1.7,Petrol,yes,2015,2121,full
Infiniti,16800,sedan,156,3.5,Gas,yes,2007,M35,full
Chevrolet,6900,sedan,167,2,Petrol,yes,2008,Epica,front
Opel,7800,sedan,171,2.2,Petrol,yes,2006,Vectra C,front
VAZ,4100,sedan,87,1.6,Gas,yes,2008,2170,
Hyundai,8900,hatch,118,1.6,Diesel,yes,2008,i30,front
Mitsubishi,8900,hatch,125,1.8,Petrol,yes,2009,Lancer X Sportback,front
Daewoo,4250,sedan,156,1.5,Gas,yes,2008,Lanos,front
VAZ,4400,other,122,1.6,Gas,yes,2012,2113,front
Opel,4900,sedan,130,1.4,Gas,yes,2007,Astra G,front
Daihatsu,10900,crossover,93,1.5,Petrol,yes,2008,Terios,full
Honda,1399,other,200,1.8,Gas,yes,1985,Prelude,front
Honda,8700,crossover,120,2,Petrol,yes,2006,HR-V,full
Great Wall,8200,crossover,85,2.4,Petrol,yes,2006,Hover,full
