car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,44700,crossover,120,3.5,Petrol,yes,2013,Venza,full
Mercedes-Benz,4000,sedan,370,3.2,Diesel,no,2002,E-Class,rear
Volkswagen,10200,van,137,1.9,Diesel,yes,2008,Caddy ïàññ.,front
Opel,3900,sedan,389,2,Gas,yes,1995,Vectra A,front
Nissan,5000,other,125,1.2,Petrol,yes,2006,Micra,front
Renault,7500,other,440,2,Diesel,yes,2008,Trafic ãðóç.,front
Skoda,6000,hatch,100,1.2,Petrol,yes,2008,Fabia,
BMW,8200,sedan,368,3,Diesel,yes,2000,730,rear
Toyota,18200,crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado,full
Audi,23000,crossover,240,4.2,Petrol,yes,2007,Q7,full
Nissan,8500,hatch,81,1.6,Petrol,yes,2008,TIIDA,front
Volkswagen,9500,hatch,29,1.4,Petrol,yes,2014,Polo,front
Seat,7350,hatch,205,NA,Gas,yes,2005,Leon,front
Kia,10700,sedan,38,1.4,Petrol,yes,2013,Rio,front
Chevrolet,4500,hatch,185,1.5,Gas,yes,2004,Aveo,front
Volkswagen,41000,crossover,180,3,Diesel,yes,2013,Touareg,full
Mitsubishi,12900,crossover,148,3,Gas,yes,2008,Pajero Sport,full
Volkswagen,12114.34965,sedan,0,1.6,Petrol,yes,2016,Polo,front
Peugeot,9600,van,150,1.6,Diesel,yes,2010,Partner ïàññ.,front
Volkswagen,20350,vagon,111,2,Diesel,yes,2012,Passat B7,front
Land Rover,3500,crossover,200,2.5,Petrol,no,2003,Freelander,full
Skoda,8300,sedan,165,2,Petrol,yes,2006,Octavia A5,front
GAZ,3800,sedan,144,2.3,Petrol,yes,2008,31105,rear
BMW,32500,other,86,3,Petrol,yes,2010,5 Series GT,rear
Chrysler,12500,sedan,27,2.4,Petrol,yes,2006,PT Cruiser,
Citroen,6500,van,237,2.2,Diesel,yes,2007,Jumper ãðóç.,front
Tesla,82300,sedan,17,NA,Other,yes,2014,Model S,rear
Mazda,1300,sedan,274,1.5,Petrol,no,1995,323,front
Honda,15200,sedan,159,2.4,Gas,yes,2008,Accord,
Skoda,7900,hatch,132,1.4,Gas,yes,2008,Fabia,
Honda,20999,sedan,74,2.4,Petrol,yes,2011,Accord,front
Volkswagen,8300,other,151,2,Petrol,yes,2005,T5 (Transporter) ïàññ.,front
Opel,3230,sedan,280,1.6,Other,yes,1994,Astra F,
Citroen,13600,hatch,128,1.6,Diesel,yes,2012,C4,
Mercedes-Benz,16900,van,180,3,Diesel,yes,2008,Vito ïàññ.,rear
VAZ,3500,hatch,97,1.6,Petrol,yes,2008,1119,front
Toyota,0,crossover,43,2.2,Diesel,yes,2013,Rav 4,full
Nissan,25982.7945,crossover,0,1.6,Diesel,yes,2016,Qashqai,front
BMW,8900,sedan,250,2.5,Diesel,yes,2001,525,rear
Mercedes-Benz,11500,van,209,2.2,Diesel,yes,2008,Vito ïàññ.,rear
VAZ,4000,hatch,92,1.6,Gas,yes,2006,2112,front
Lexus,14000,crossover,182,3,Petrol,yes,2003,RX 300,full
Hyundai,18200,sedan,35,2.4,Petrol,yes,2011,Sonata,
Renault,5950,van,135,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
Audi,2600,vagon,110,2.5,Diesel,no,2002,A6,front
Opel,10800,van,108,2,Diesel,yes,2012,Vivaro ãðóç.,front
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full
BMW,27800,sedan,170,2,Diesel,yes,2011,520,rear
Mercedes-Benz,8000,van,293,NA,Diesel,yes,1999,Vito ïàññ.,front
Volkswagen,21000,crossover,173,3,Diesel,yes,2008,Touareg,full
Opel,10300,other,202,2,Diesel,yes,2008,Vivaro ïàññ.,front
BMW,10999,sedan,150,2,Gas,yes,2003,320,rear
Lexus,14900,crossover,180,3,Gas,yes,2004,RX 300,full
Ford,6900,hatch,139,1.4,Petrol,yes,2011,Fusion,front
Toyota,0,hatch,28,1.6,Petrol,yes,2014,Auris,front
Mitsubishi,8500,other,135,1.5,Gas,yes,2008,Lancer X,
BMW,24700,vagon,142,2,Diesel,yes,2012,520,rear
Volkswagen,9200,hatch,127,1.6,Petrol,yes,2007,Golf V,front
Mercedes-Benz,8100,van,330,2.2,Diesel,yes,2001,Vito ïàññ.,front
Toyota,42500,crossover,50,3,Diesel,yes,2012,Land Cruiser Prado,full
Nissan,18421.26,sedan,0,1.6,Petrol,yes,2015,Sentra,front
BMW,31000,sedan,100,2,Petrol,yes,2012,520,rear
Renault,5750,crossover,225,2,Gas,yes,2003,Scenic,full
Mercedes-Benz,20000,crossover,251,5,Gas,yes,2002,ML 500,full
Mercedes-Benz,33800,crossover,120,3,Diesel,yes,2010,ML 350,full
Peugeot,21900,other,17,1.6,Petrol,yes,2011,RCZ,front
VAZ,3750,sedan,100,1.5,Petrol,yes,2008,2115,front
Skoda,16000,crossover,40,1.8,Petrol,yes,2013,Yeti,full
Chevrolet,35000,other,15,3.6,Petrol,yes,2012,Camaro,
Skoda,9600,sedan,58,1.8,Petrol,yes,2008,Superb,front
Audi,19990,sedan,127,2.8,Petrol,yes,2010,A6,full
Mercedes-Benz,13899,hatch,232,3,Diesel,yes,2007,Vito ïàññ.,rear
Fiat,6000,hatch,145,1.6,Petrol,yes,2006,Grande Punto,front
Subaru,16799,vagon,90,2.5,Other,yes,2011,Outback,full
BMW,21600,crossover,200,4.8,Other,yes,2007,X5,full
Nissan,6999,sedan,230,3,Petrol,yes,2004,Maxima,front
Mitsubishi,7000,sedan,133,1.6,Petrol,yes,2008,Lancer,front
Mercedes-Benz,11700,sedan,246,5,Petrol,yes,2004,S 500,full
Mercedes-Benz,63000,crossover,160,3,Diesel,yes,2013,GL 350,full
Volkswagen,28000,van,163,2,Diesel,yes,2010,Multivan,full
Renault,7450,other,208,1.9,Other,yes,2004,Trafic ïàññ.,front
VAZ,1700,sedan,82,1.5,Petrol,yes,2004,2107,rear
Lexus,6000,sedan,350,3,Petrol,yes,1996,GS 300,rear
Ford,1550,hatch,285,2,Gas,yes,1988,Scorpio,rear
Mercedes-Benz,195000,crossover,2,5.5,Petrol,yes,2016,GLS 63,full
Volkswagen,38764,sedan,0,2,Diesel,yes,2014,Passat CC,front
Mercedes-Benz,12500,van,386,2.2,Diesel,yes,2008,Sprinter 313 ïàññ.,rear
Toyota,17800,crossover,220,3,Diesel,yes,2004,Land Cruiser Prado,full
Mitsubishi,8400,sedan,250,2,Petrol,yes,2007,Lancer X,front
Toyota,38233,other,0,2.4,Diesel,yes,2016,Hilux,full
Toyota,0,crossover,33,2.7,Gas,yes,2012,Venza,full
Opel,4500,sedan,369,2,Gas,yes,1995,Omega,rear
Audi,16400,vagon,152,2,Diesel,yes,2011,A4,front
Land Rover,21000,crossover,136,2.2,Diesel,yes,2010,Freelander,full
Nissan,8800,hatch,73,1.4,Petrol,yes,2013,Note,front
Volkswagen,7800,hatch,230,1.6,Petrol,yes,2004,Golf V,front
Volkswagen,35900,van,132,2,Diesel,yes,2011,Multivan,full
Volkswagen,11200,van,200,2.5,Diesel,yes,2003,T4 (Transporter) ïàññ.,full
BMW,14200,sedan,263,3,Petrol,yes,2004,530,rear
Jeep,12500,crossover,125,2.5,Petrol,yes,1994,Wrangler,full
Volkswagen,16900,crossover,145,1.4,Petrol,yes,2011,Tiguan,full
VAZ,1800,vagon,3,1.5,Petrol,yes,1987,2104,rear
BMW,30500,hatch,110,4.4,Petrol,yes,2008,X6,full
Renault,10700,van,265,2,Diesel,yes,2007,Trafic ïàññ.,front
Renault,8750,vagon,46,1.6,Petrol,yes,2012,Logan,front
Hyundai,11500,sedan,75,1.6,Petrol,yes,2011,Accent,front
Mercedes-Benz,55000,sedan,34,2.2,Diesel,yes,2011,S 250,rear
Smart,5600,other,158,0.7,Petrol,yes,2006,Fortwo,rear
ZAZ,5000,hatch,32,1.5,Gas,yes,2012,Forza,front
Volkswagen,12000,vagon,187,2,Diesel,yes,2008,Passat B6,front
Mercedes-Benz,15500,sedan,270,3.2,Diesel,no,2007,S 320,rear
Chevrolet,8200,sedan,140,2,Petrol,yes,2007,Epica,front
Chevrolet,6000,sedan,128,1.5,Petrol,yes,2008,Aveo,front
Hyundai,28400,crossover,1,2,Petrol,yes,2016,Tucson,full
BMW,18400,crossover,256,3,Diesel,yes,2006,X5,full
Daewoo,3800,sedan,170,1.5,Gas,yes,2007,Lanos,front
Hyundai,17500,sedan,60,1.8,Petrol,yes,2013,Elantra,front
Chevrolet,6950,sedan,88,1.5,Gas,yes,2011,Aveo,front
Volkswagen,12999,vagon,95,1.6,Diesel,yes,2010,Passat B6,front
Opel,12750,sedan,119,1.8,Gas,yes,2010,Insignia,front
Ford,3800,hatch,460,2.9,Gas,yes,1993,Scorpio,rear
Kia,7500,sedan,118,2,Gas,yes,2008,Cerato,
BMW,85555,sedan,10,3,Diesel,yes,2015,640,full
Volkswagen,10200,sedan,280,1.8,Petrol,yes,2006,Passat B5,front
Volkswagen,22000,crossover,98,2,Diesel,yes,2013,Tiguan,full
Mitsubishi,9700,crossover,45,NA,Other,yes,2001,Pajero Sport,
Renault,8500,van,157,1.5,Diesel,no,2013,Scenic,front
Volkswagen,0,van,158,1.6,Diesel,yes,2012,Caddy ãðóç.,front
Kia,13000,sedan,64,1.6,Gas,yes,2013,Rio,front
Daewoo,3100,sedan,90,1.5,Petrol,yes,2005,Lanos,front
Audi,16500,vagon,171,2,Diesel,yes,2008,A6,front
Renault,999,sedan,430,2,Gas,yes,1988,25,front
Hyundai,9200,sedan,100,NA,Gas,yes,2011,Accent,front
Mitsubishi,21000,crossover,98,2.5,Diesel,yes,2011,Pajero Sport,full
Audi,2450,vagon,325,2.5,Diesel,no,2000,A6,front
Toyota,14900,sedan,110,3.5,Petrol,yes,2008,Camry,front
Daewoo,3000,hatch,88,0.8,Petrol,yes,2010,Matiz,front
Jaguar,27500,sedan,102,3,Petrol,yes,2012,XF,rear
Audi,4700,sedan,400,2.6,Petrol,yes,1996,A6,front
BMW,1950,sedan,162,1.6,Petrol,no,1995,316,rear
Audi,21700,sedan,167,3,Petrol,yes,2009,A6,full
Mercedes-Benz,36000,crossover,162,3,Diesel,yes,2009,GL 320,full
Volkswagen,16700,sedan,175,2,Petrol,yes,2011,Passat CC,front
Volkswagen,1500,sedan,255,1.9,Diesel,no,1998,Polo,front
Hyundai,6300,sedan,163,1.5,Diesel,yes,2008,Accent,front
Seat,19500,sedan,20,1.4,Petrol,yes,2015,Leon,front
Ford,6400,hatch,140,1.6,Diesel,yes,2006,Fusion,front
Volvo,20999,crossover,165,3,Petrol,yes,2008,XC60,full
Audi,2650,vagon,333,2.5,Diesel,no,2000,A6,front
Ford,6900,vagon,150,1.4,Gas,yes,2008,Fusion,front
Skoda,12700,sedan,125,1.8,Petrol,yes,2011,Octavia A5,front
Volkswagen,18500,sedan,74,1.8,Petrol,yes,2011,Passat CC,front
VAZ,3199,other,127,1.7,Petrol,yes,2008,2121,full
Daewoo,4350,sedan,37,1.5,Gas,yes,2009,Lanos,front
Volkswagen,16000,hatch,26,1.2,Petrol,yes,2014,Polo,front
Mitsubishi,8200,sedan,139,1.5,Other,yes,2012,Lancer X,front
Skoda,6600,hatch,86,1.4,Petrol,yes,2008,Fabia,front
Kia,4350,crossover,199,2,Gas,yes,1997,Sportage,full
Hyundai,8000,sedan,193,2,Gas,yes,2007,Sonata,front
Volkswagen,8499,sedan,101,1.6,Petrol,yes,2012,Polo,
Toyota,32950,other,50,5.7,Petrol,yes,2013,Tundra,full
Daewoo,4650,sedan,63,1.5,Petrol,yes,2007,Lanos,front
Hyundai,6999,sedan,91,1.4,Petrol,yes,2008,Accent,
Daewoo,4700,sedan,68,1.5,Gas,yes,2007,Lanos,front
Mercedes-Benz,9999,crossover,300,3.2,Petrol,yes,1998,ML 320,full
Audi,2200,vagon,280,2.5,Diesel,no,2002,A6 Allroad,full
Daewoo,2950,sedan,212,1.5,Petrol,yes,2006,Lanos,front
Opel,6400,hatch,163,1.6,Petrol,yes,2005,Astra H,front
Mitsubishi,12500,other,48,1.6,Petrol,yes,2012,Lancer X,
Daewoo,4200,sedan,117,1.5,Petrol,yes,2007,Lanos,front
Toyota,2350,hatch,211,1.3,Petrol,yes,1987,Corolla,front
Suzuki,10200,vagon,127,2,Petrol,yes,2007,Grand Vitara,full
Chevrolet,12300,hatch,670,1.8,Gas,yes,2013,Cruze,front
Toyota,89000,crossover,61,4.5,Diesel,yes,2011,Land Cruiser 200,full
Opel,5000,van,190,1.3,Diesel,yes,2005,Combo ïàññ.,front
Skoda,8500,hatch,147,1.6,Petrol,yes,2005,Octavia A5,front
Volkswagen,8899,vagon,198,1.9,Other,yes,2004,Passat B5,front
Citroen,6200,van,150,1.3,Diesel,yes,2012,Nemo ãðóç.,front
Skoda,7500,hatch,90,1.4,Petrol,yes,2011,Fabia,front
Nissan,7650,van,107,1.6,Gas,yes,2007,Note,front
VAZ,3300,hatch,120,1.6,Gas,yes,2007,2112,front
Opel,10499,other,160,2,Other,yes,2012,Vivaro ãðóç.,front
Toyota,8500,sedan,168,1.6,Petrol,yes,2008,Corolla,front
Fiat,7700,van,96,1.3,Diesel,yes,2011,Doblo ãðóç.,front
BMW,32000,crossover,52,3,Petrol,yes,2012,X5,full
Kia,6900,sedan,92,1.6,Petrol,yes,2007,Cerato,front
Renault,6100,vagon,130,NA,Diesel,yes,2009,Kangoo ïàññ.,front
Renault,10499,other,160,NA,Diesel,yes,2013,Trafic ãðóç.,front
VAZ,950,sedan,97,1.5,Petrol,yes,1993,2107,rear
Opel,8300,van,145,1.9,Diesel,yes,2006,Vivaro ïàññ.,front
BMW,12799,sedan,181,2.2,Gas,yes,2004,520,rear
Daewoo,4200,sedan,84,1.5,Petrol,yes,2004,Lanos,front
Volkswagen,9750,van,253,1.9,Diesel,yes,2010,Caddy ïàññ.,front
Chevrolet,5300,sedan,145,2.5,Petrol,yes,2006,Evanda,front
Toyota,45000,crossover,80,4,Petrol,yes,2013,Land Cruiser Prado,full
BMW,44999,crossover,87,3,Diesel,yes,2011,X6,full
Hyundai,6400,sedan,85,1.4,Petrol,yes,2009,Accent,front
Daewoo,4700,sedan,110,1.5,Gas,yes,2007,Lanos,front
Hyundai,12700,sedan,34,1.6,Petrol,yes,2013,Accent,front
Skoda,23500,sedan,70,2,Diesel,yes,2013,Octavia A7,front
Opel,8500,van,230,1.9,Diesel,yes,2004,Vivaro ïàññ.,
BMW,15500,sedan,89,2,Diesel,no,2012,520,rear
Nissan,8500,van,104,1.4,Petrol,yes,2010,Note,front
Skoda,5500,hatch,85,1.2,Petrol,yes,2007,Fabia,front
Renault,7200,van,285,1.9,Diesel,yes,2002,Trafic ïàññ.,front
BMW,3500,vagon,280,3,Diesel,no,2001,330,full
Daewoo,2200,sedan,200,1.5,Petrol,yes,2003,Lanos,front
Skoda,5200,sedan,160,1.2,Petrol,yes,2006,Fabia,front
Renault,6700,van,216,1.5,Diesel,yes,2010,Kangoo ïàññ.,front
Renault,10900,vagon,175,1.5,Diesel,yes,2012,Megane,front
Skoda,19800,hatch,160,2,Diesel,yes,2013,Octavia A7,front
Mitsubishi,7500,sedan,140,1.5,Petrol,yes,2007,Lancer X,front
Daewoo,1350,sedan,225,NA,Gas,no,1998,Lanos,front
Ford,10400,sedan,198,1.6,Gas,yes,2008,Focus,front
Nissan,21500,crossover,72,2,Diesel,yes,2013,X-Trail,full
Skoda,7450,vagon,118,1.4,Petrol,yes,2008,Fabia,front
Audi,24500,sedan,122,4,Diesel,yes,2008,A8,full
Kia,11500,hatch,93,NA,Petrol,yes,2011,Soul,front
Volkswagen,11990,sedan,245,2,Diesel,yes,2007,Passat B6,
BMW,38000,sedan,74,2,Diesel,yes,2014,520,rear
Peugeot,14000,vagon,45,1.6,Diesel,yes,2013,Partner ïàññ.,front
Volkswagen,11962,sedan,0,1.6,Petrol,yes,2015,Polo,front
Daewoo,3500,hatch,76,0.8,Petrol,yes,2007,Matiz,front
Volkswagen,30385,vagon,0,2,Diesel,yes,2014,Touran,front
Volkswagen,39615,sedan,0,2,Diesel,yes,2016,Passat B8,front
Volkswagen,39040,sedan,0,2,Diesel,yes,2014,Passat CC,front
Opel,2550,sedan,195,2.2,Petrol,no,2000,Omega,rear
Mercedes-Benz,8999,van,360,2.2,Diesel,yes,2006,Vito ïàññ.,rear
Opel,7350,hatch,188,1.3,Diesel,yes,2005,Astra H,front
Ford,7999,sedan,146,1.6,Petrol,yes,2010,Focus,front
Fiat,1950,hatch,215,1.4,Petrol,yes,1991,Tipo,
Volkswagen,2500,hatch,111,1.6,Gas,yes,1999,Golf IV,
Volkswagen,17900,other,123,1.8,Petrol,yes,2010,Passat CC,front
