car,price,body,mileage,engV,engType,registration,year,model,drive
BMW,34500,sedan,45,2,Petrol,yes,2013,320,full
Mercedes-Benz,11000,van,250,2.2,Diesel,yes,2005,Vito ïàññ.,rear
Toyota,8400,sedan,195,2.4,Gas,yes,2004,Camry,front
Ford,2200,sedan,200,3,Gas,yes,1993,Taurus,front
Chevrolet,6100,sedan,205,1.8,Gas,yes,2005,Lacetti,front
Volkswagen,10900,other,287,2.5,Other,yes,2004,T5 (Transporter) ïàññ.,front
Nissan,11999,crossover,207,3.5,Petrol,yes,2006,Murano,full
Lexus,48000,crossover,76,4.6,Gas,yes,2010,GX,full
Nissan,8300,crossover,123,1.5,Diesel,no,2010,Qashqai,front
Daewoo,3600,sedan,85,1.4,Petrol,yes,2007,Lanos,front
VAZ,4650,sedan,68,1.4,Petrol,yes,2011,1118,front
Daewoo,3800,sedan,197,1.5,Gas,yes,2003,Lanos,front
Nissan,11900,crossover,193,2,Petrol,yes,2008,X-Trail,full
Ford,7900,van,250,1.8,Diesel,yes,2007,Transit Connect ïàññ.,front
BMW,23000,other,100,NA,Other,yes,2005,630,
Skoda,15500,vagon,180,1.8,Petrol,yes,2011,Superb,front
Fiat,4500,van,155,1.3,Diesel,yes,2010,Doblo ãðóç.,front
Chevrolet,4550,hatch,59,1.5,Petrol,yes,2005,Aveo,front
Ford,2950,other,230,1.3,Gas,yes,1999,Courier,front
VAZ,8800,crossover,96,1.7,Petrol,yes,2011,2121,full
BMW,3200,sedan,178,1.9,Petrol,no,2001,318,rear
Ford,6750,van,147,1.6,Diesel,yes,2005,C-Max,front
Opel,2000,vagon,95,1.6,Petrol,yes,1990,Kadett,front
Nissan,4088,sedan,115,3,Other,yes,1993,Maxima,front
Fiat,5200,van,265,1.9,Diesel,yes,2003,Doblo ïàññ.,front
Audi,7200,sedan,250,2.4,Gas,yes,1998,A6,front
Mercedes-Benz,11800,van,165,2.2,Diesel,yes,2012,Vito ãðóç.,rear
Hyundai,10500,crossover,135,2,Gas,yes,2008,Tucson,full
Lexus,12300,other,90,4.3,Petrol,yes,2002,SC 430,rear
BMW,5400,crossover,250,3,Petrol,no,2003,X5,full
Lexus,24100,sedan,122,4.6,Petrol,yes,2008,LS 460,rear
BMW,5500,sedan,402,2,Petrol,yes,1988,520,
Skoda,9600,hatch,88,1.8,Other,yes,2007,Octavia Tour,front
Mercedes-Benz,5200,other,220,3.2,Petrol,no,2004,CLK 320,rear
Hummer,19800,other,0,NA,Other,yes,2006,H3,
Mercedes-Benz,18700,other,142,2.2,Diesel,yes,2007,Viano ïàññ.,rear
Chevrolet,23500,crossover,76,2.2,Diesel,yes,2013,Captiva,full
Hyundai,11999,sedan,108,1.6,Gas,yes,2011,Elantra,
VAZ,7035.795,sedan,0,1.6,Petrol,yes,2016,2190 Ãðàíòà,front
Mazda,13200,sedan,143,2.3,Petrol,yes,2007,6 MPS,full
Ford,5700,van,131,1.8,Diesel,yes,2004,Transit Connect ïàññ.,front
VAZ,1800,other,12,1.5,Petrol,yes,1991,2108,front
Toyota,26900,crossover,115,4,Gas,yes,2008,Land Cruiser Prado,full
Volkswagen,22900,sedan,48,2,Petrol,yes,2013,Jetta,front
Daewoo,3200,sedan,123,1.3,Gas,yes,2006,Sens,front
Nissan,13600,crossover,138,2,Petrol,yes,2008,Qashqai,full
Suzuki,8700,crossover,95,NA,Petrol,yes,2008,Jimny,full
Renault,13321.3275,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,front
Ford,11500,sedan,127,2.3,Petrol,yes,2009,Mondeo,front
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan,front
Opel,8800,other,171,2,Diesel,yes,2008,Vivaro ãðóç.,front
Subaru,8500,crossover,139,2,Other,yes,2006,Forester,full
Volkswagen,1700,hatch,250,1.4,Petrol,no,1998,Polo,front
Renault,6200,van,122,1.5,Diesel,yes,2007,Kangoo ïàññ.,front
Chevrolet,6000,other,130,2.2,Gas,yes,2006,Cobalt,front
Ford,17900,hatch,43,NA,Other,yes,2013,Focus,front
Mercedes-Benz,30000,other,176,5.5,Petrol,yes,2003,E-Class,rear
Porsche,22000,crossover,130,3.6,Petrol,yes,2007,Cayenne,full
Daewoo,4400,sedan,141,1.5,Petrol,yes,2007,Lanos,front
Daewoo,2999,sedan,151,NA,Gas,yes,2005,Nexia,front
Skoda,8400,sedan,147,1.6,Gas,yes,2007,Octavia A5,front
Citroen,1650,van,180,14,Petrol,no,2006,Berlingo ïàññ.,front
Mercedes-Benz,20500,sedan,235,2.2,Diesel,yes,2007,E-Class,rear
Fiat,4000,other,1,2.8,Diesel,yes,2000,Ducato ãðóç.,front
Geely,3600,sedan,84,1.6,Petrol,yes,2008,MK,front
Volkswagen,15000,van,230,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,full
Mercedes-Benz,9600,van,30,2.2,Diesel,yes,2006,Vito ïàññ.,rear
Nissan,11500,crossover,125,2,Petrol,yes,2007,Qashqai,front
Chevrolet,6100,sedan,162,1.6,Gas,yes,2008,Lacetti,front
ZAZ,4000,sedan,78,1.3,Gas,yes,2011,Sens,front
Hyundai,14500,crossover,146,2.2,Diesel,yes,2007,Santa FE,full
Honda,14100,sedan,97,2,Petrol,yes,2008,Accord,front
Peugeot,5700,van,242,1.6,Gas,yes,2003,Partner ïàññ.,front
BMW,32500,sedan,131,2,Diesel,yes,2010,520,rear
Renault,4950,vagon,170,1.5,Diesel,yes,2004,Kangoo ïàññ.,front
Audi,2100,vagon,230,1.9,Diesel,no,2000,A4,
Citroen,4800,van,191,1.6,Diesel,yes,2007,Berlingo ïàññ.,front
Peugeot,5000,vagon,333,2,Diesel,yes,2001,306,front
Toyota,7500,sedan,185,3,Gas,yes,2004,Camry,front
Mercedes-Benz,13000,sedan,220,5,Petrol,yes,2003,S 500,full
Peugeot,4200,hatch,246,1.9,Diesel,yes,1999,206,front
BMW,2666,sedan,360,2.5,Diesel,no,1996,525,rear
Daewoo,3700,hatch,65,0.8,Petrol,yes,2007,Matiz,front
VAZ,3500,vagon,130,NA,Gas,yes,2007,2111,front
Hyundai,9200,hatch,7,1.2,Petrol,yes,2011,i10,front
Fiat,1300,hatch,178,0.9,Gas,yes,1995,Cinquecento,front
Mercedes-Benz,14750,sedan,220,3,Diesel,yes,2005,E-Class,rear
Hyundai,6800,hatch,86,1.4,Gas,yes,2007,Getz,front
Ford,1500,hatch,48,1.4,Petrol,yes,1989,Escort,front
Renault,9250,vagon,220,1.5,Diesel,yes,2010,Megane,front
Renault,3600,sedan,101,2,Petrol,yes,1997,Megane,front
Ford,2400,hatch,276,2,Petrol,yes,1990,Scorpio,rear
Mercedes-Benz,14000,other,360,2.2,Diesel,yes,2005,Sprinter 313 ïàññ.,rear
VAZ,6700,crossover,115,NA,Gas,yes,2010,2121,full
Ford,1500,hatch,2,2,Gas,yes,1987,Sierra,rear
Hyundai,9600,crossover,180,2,Petrol,yes,2008,Tucson,full
BMW,27300,sedan,155,2,Diesel,yes,2012,520,rear
Toyota,28500,crossover,107,3.5,Gas,yes,2011,Highlander,full
Mitsubishi,7400,sedan,189,1.6,Petrol,yes,2006,Lancer,front
Renault,20996.235,crossover,0,1.5,Diesel,yes,2016,Captur,front
Renault,11403.99,sedan,0,1.2,Petrol,yes,2016,Logan,front
Daewoo,3250,sedan,136,1.4,Petrol,yes,2007,Lanos,
Mitsubishi,5850,hatch,130,1.3,Petrol,yes,2005,Colt,front
Volkswagen,3400,van,175,1.4,Petrol,yes,2003,Caddy ïàññ.,front
Volkswagen,40000,other,170,2,Diesel,yes,2011,Multivan,full
Volkswagen,9990,van,194,1.6,Diesel,yes,2011,Caddy ãðóç.,front
Volkswagen,3000,van,318,1.9,Diesel,yes,1993,T4 (Transporter) ãðóç,front
Kia,12000,sedan,10,2,Petrol,yes,2009,Magentis,front
Mercedes-Benz,7400,sedan,190,2,Petrol,yes,2002,C-Class,rear
Renault,0,vagon,177,1.5,Diesel,yes,2007,Megane,front
Audi,25000,other,60,2,Petrol,yes,2011,A5,full
Daewoo,2500,sedan,179,1.5,Gas,yes,1998,Lanos,front
Volkswagen,14900,vagon,170,1.6,Diesel,yes,2011,Passat B7,front
Audi,1950,vagon,300,1.8,Petrol,no,1999,A4,full
Audi,2400,sedan,310,2,Diesel,yes,1989,100,front
Subaru,10200,crossover,154,2,Petrol,yes,2007,Forester,full
Opel,3500,hatch,250,1.8,Gas,yes,1995,Vectra A,front
Volkswagen,8900,sedan,144,1.6,Petrol,yes,2013,Polo,front
Moskvich-AZLK,11000,sedan,1,NA,Petrol,yes,1953,401,rear
Renault,5700,van,275,1.9,Diesel,yes,2002,Trafic ãðóç.,front
Ford,15195.3906,hatch,0,99.99,Petrol,yes,2016,Fiesta,front
Mitsubishi,3200,sedan,106,2,Gas,yes,1997,Galant,front
Skoda,9300,sedan,206,1.8,Gas,yes,2008,Superb,front
Skoda,3700,hatch,180,1.9,Diesel,no,2006,Fabia,front
Ford,16561.35,hatch,0,1.2,Petrol,yes,2016,Focus,front
Mitsubishi,7300,sedan,145,1.6,Petrol,yes,2008,Lancer,front
Renault,11500,vagon,175,1.5,Diesel,yes,2011,Megane,front
Porsche,0,crossover,59,3,Other,yes,2011,Cayenne,full
Ford,1900,hatch,150,1.3,Other,yes,1991,Escort,front
Honda,19900,other,52,2.2,Petrol,yes,2006,S2000,rear
Mazda,11300,sedan,180,2.5,Petrol,yes,2008,6,front
VAZ,3200,sedan,140,1.6,Gas,yes,2007,1118,front
Nissan,10500,crossover,91,1.6,Gas,yes,2007,Qashqai,
Mitsubishi,3250,sedan,380,1.8,Petrol,yes,1993,Galant,front
Peugeot,13900,crossover,93,1.6,Diesel,yes,2011,3008,front
Suzuki,23341.5,crossover,0,1.6,Petrol,yes,2016,Vitara,full
Ford,1400,sedan,1,2,Gas,yes,1990,Scorpio,rear
Nissan,9500,crossover,202,2,Petrol,yes,2002,X-Trail,full
Mercedes-Benz,10000,other,275,2.15,Diesel,yes,2006,Sprinter 313 ïàññ.,rear
Nissan,7400,hatch,102,1.6,Petrol,yes,2006,Note,front
Renault,4200,van,142,1.9,Diesel,yes,2007,Kangoo ãðóç.,front
Chery,2800,sedan,140,1.1,Petrol,yes,2008,QQ,front
Volkswagen,14800,van,65,1.6,Diesel,yes,2012,Caddy ïàññ.,front
BMW,51000,sedan,97,3,Diesel,yes,2011,730,rear
Geely,8700,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
BMW,38500,sedan,140,2,Diesel,yes,2012,520,rear
Renault,3000,van,217,1.4,Petrol,yes,2004,Kangoo ãðóç.,front
Honda,17900,other,88,2.4,Petrol,yes,2011,Accord,front
Volkswagen,5200,van,235,2,Diesel,yes,2005,Caddy ãðóç.,front
Kia,22000,other,5,1.6,Petrol,yes,2016,Koup,full
Volkswagen,11500,van,192,1.9,Diesel,yes,2008,Caddy ïàññ.,front
Volkswagen,12500,other,160,2.5,Other,yes,2006,T5 (Transporter) ïàññ.,front
Renault,6500,other,406,2.5,Diesel,yes,2004,Master ãðóç.,front
BMW,45200,crossover,68,3,Diesel,yes,2012,X5,full
UAZ,4500,crossover,30,2.4,Other,yes,2014,3151,full
Mercedes-Benz,3200,sedan,390,2.3,Gas,yes,1985,E-Class,rear
VAZ,2000,crossover,125,1.6,Petrol,yes,1985,2121,full
Volkswagen,8800,van,145,2,Gas,yes,2011,Caddy ãðóç.,front
Lexus,0,crossover,0,4.5,Diesel,yes,2016,LX 450,full
Audi,22500,sedan,99,2,Other,yes,2010,A5,full
BMW,32500,sedan,134,2,Diesel,yes,2010,520,rear
Geely,3800,sedan,146,1.5,Gas,yes,2008,CK,front
Chevrolet,4700,vagon,163,1.6,Petrol,yes,2005,Tacuma,
Chevrolet,8200,vagon,115,1.8,Petrol,yes,2007,Lacetti,front
Renault,7900,van,300,1.9,Diesel,yes,2006,Trafic ïàññ.,front
BMW,5000,sedan,270,3,Diesel,yes,2000,530,rear
Nissan,3000,sedan,292,2,Gas,yes,1993,Primera,front
Mercedes-Benz,17500,sedan,130,3,Petrol,yes,2007,C-Class,full
Ford,17500,crossover,100,2.5,Petrol,yes,2011,Kuga,full
VAZ,2200,vagon,36,1.5,Gas,yes,2005,2104,rear
Hyundai,10000,crossover,106,2.7,Petrol,yes,2007,Tucson,full
Opel,6850,vagon,212,2.5,Diesel,yes,2002,Omega,rear
Renault,4200,vagon,180,1.4,Petrol,yes,2000,Kangoo ïàññ.,front
Volkswagen,22000,hatch,40,1.4,Petrol,yes,2013,Golf VII,front
VAZ,5400,vagon,62,NA,Gas,yes,2013,2111,front
Mercedes-Benz,8000,van,250,2.2,Diesel,yes,2006,Vito ïàññ.,rear
Volvo,40500,sedan,0,2.4,Diesel,yes,2016,S60,full
Volkswagen,9200,other,156,1.9,Diesel,yes,2009,Golf Variant,front
Mercedes-Benz,21999,sedan,200,3,Diesel,yes,2008,E-Class,full
Volkswagen,2600,vagon,288,1.8,Petrol,yes,1990,Passat B3,front
Mazda,7500,other,215,NA,Gas,yes,2003,6,front
Nissan,20900,other,26,2,Petrol,yes,2013,Qashqai,full
Subaru,11900,hatch,77,2,Petrol,yes,2008,Impreza,full
VAZ,4600,crossover,161,1.7,Other,yes,2003,2121,full
Subaru,10500,sedan,75,2,Petrol,yes,2008,Legacy,full
BMW,11500,sedan,290,3,Diesel,yes,2001,730,rear
Lexus,23500,sedan,143,4.6,Petrol,yes,2008,LS 460,rear
Lexus,9200,sedan,260,2,Petrol,yes,1999,IS 200,rear
Porsche,0,crossover,76,3,Diesel,yes,2013,Cayenne,full
Nissan,20000,crossover,170,3,Diesel,yes,2007,Patrol,full
Porsche,65500,sedan,41,4.8,Other,yes,2011,Panamera,full
GAZ,8000,van,95,2.9,Gas,yes,2011,3302 GAZåëü,rear
Mercedes-Benz,5000,sedan,240,2.2,Diesel,no,2004,E-Class,
Volkswagen,7000,van,350,1,Other,yes,2004,T5 (Transporter) ãðóç,front
Toyota,29000,crossover,120,4,Gas,yes,2008,Land Cruiser Prado,full
Mazda,27500,sedan,16,2.5,Petrol,yes,2014,6,front
Hyundai,5900,van,141,1.6,Petrol,yes,2005,Matrix,front
Mercedes-Benz,3900,sedan,385,1.8,Petrol,yes,1995,C-Class,rear
Renault,10799,vagon,193,1.5,Diesel,yes,2012,Megane,front
Volkswagen,10000,sedan,174,2,Petrol,yes,2005,Passat B6,front
BMW,117000,crossover,1,NA,Other,yes,2016,X6 M,
Daewoo,4300,sedan,132,1.5,Petrol,yes,2005,Lanos,front
Opel,7500,hatch,120,1.6,Petrol,yes,2008,Astra H,front
Mazda,6800,hatch,205,1.6,Petrol,yes,2004,3,front
Hyundai,7900,other,77,1.2,Petrol,yes,2011,i20,front
UAZ,6800,vagon,55,2.69,Other,yes,2007,3163,
Jeep,11300,crossover,118,2.4,Gas,yes,2007,Compass,full
Mazda,11300,crossover,62,2.3,Petrol,yes,2008,CX-7,full
Peugeot,2700,sedan,320,2,Petrol,yes,1990,605,front
Renault,11000,other,131,1.5,Diesel,yes,2011,Kangoo ïàññ.,front
Hyundai,11300,crossover,116,2,Diesel,yes,2009,Tucson,full
Jeep,5000,crossover,286,2.7,Diesel,no,2002,Grand Cherokee,full
Volkswagen,18100,other,195,2,Diesel,yes,2011,T5 (Transporter) ïàññ.,front
Mercedes-Benz,5500,van,260,2.2,Diesel,no,2004,Vito ïàññ.,rear
Chery,4500,sedan,22,1.3,Gas,yes,2008,Kimo,front
GAZ,3500,other,60,NA,Petrol,yes,2006,2705 GAZåëü,rear
Skoda,0,hatch,90,2,Petrol,yes,2012,Octavia A5,front
Jaguar,4500,sedan,270,4,Petrol,no,1993,XJR-S,
Kia,20300,crossover,79,2,Petrol,yes,2013,Sportage,full
Renault,8700,van,183,1.9,Diesel,yes,2004,Trafic ïàññ.,front
Mitsubishi,18900,crossover,106,3.8,Gas,yes,2007,Pajero Wagon,full
Volkswagen,8400,van,300,2.5,Diesel,yes,2004,T5 (Transporter) ïàññ.,front
Mazda,9300,sedan,191,2,Petrol,yes,2007,6,front
Volkswagen,1900,vagon,504,1.6,Gas,yes,1988,Passat B2,front
BMW,3700,other,110,2.5,Petrol,yes,1983,323,rear
Mazda,9200,sedan,98,1.6,Petrol,yes,2007,3,front
Ford,5800,van,257,2,Diesel,yes,2003,Transit ïàññ.,front
Volkswagen,3000,sedan,250,2.8,Gas,no,2002,Passat B5,full
Renault,6100,sedan,130,1.4,Petrol,yes,2005,Megane,front
BMW,6700,sedan,370,2,Petrol,yes,1997,320,rear
BMW,13000,sedan,220,2.5,Petrol,yes,2005,523,rear
Daewoo,4600,sedan,26,1.3,Gas,yes,2014,Sens,front
Volvo,15300,crossover,165,2.5,Petrol,yes,2005,XC90,front
BMW,15299,other,136,NA,Petrol,yes,2008,523,rear
Toyota,8300,sedan,168,2,Petrol,yes,2004,Avensis,front
Peugeot,8500,van,180,1.6,Diesel,yes,2007,Expert ïàññ.,
Volvo,66795,crossover,0,2,Diesel,yes,2016,XC90,full
Skoda,18500,sedan,68,1.8,Petrol,yes,2013,Octavia A7,front
Volkswagen,6900,crossover,258,2.5,Diesel,no,2004,Touareg,full
Daewoo,2900,sedan,238,1.3,Gas,yes,2002,Lanos,front
BMW,7400,sedan,277,3.5,Gas,yes,1998,535,rear
Peugeot,6800,vagon,185,1.8,Petrol,yes,2005,407,front
Toyota,22000,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado,full
Peugeot,5800,van,240,1.6,Diesel,yes,2008,Partner ïàññ.,front
VAZ,4299,crossover,1,1.7,Petrol,yes,1979,2121,full
Renault,3700,hatch,310,2,Petrol,yes,1996,Laguna,front
Audi,36500,crossover,159,3,Diesel,yes,2010,Q7,full
Opel,5600,sedan,196,1.4,Petrol,yes,2006,Astra G,front
VAZ,3200,hatch,183,1.6,Petrol,yes,2008,2113,front
Mitsubishi,30500,sedan,72,2,Petrol,yes,2006,Lancer Evolution,full
