car,price,body,mileage,engV,engType,registration,year,model,drive
Land Rover,43900,crossover,78,5,Petrol,yes,2011,Range Rover,full
Volkswagen,17650,sedan,110,1.8,Petrol,yes,2012,Passat B7,front
Smart,5000,hatch,102,0.7,Petrol,yes,2005,Fortwo,rear
Audi,32000,sedan,103,2,Diesel,yes,2013,A6,front
Opel,5400,sedan,156,1.4,Petrol,yes,2006,Astra G,front
Volkswagen,10200,sedan,129,2,Petrol,yes,2006,Passat B6,front
Opel,1899,vagon,259,2,Diesel,no,2002,Vectra B,front
Hyundai,7000,sedan,115,1.5,Diesel,yes,2009,Accent,front
Mercedes-Benz,11500,sedan,224,2.6,Gas,yes,2003,E-Class,rear
BMW,8900,sedan,250,2.5,Petrol,yes,2000,525,rear
Chery,5800,sedan,110,1.5,Gas,yes,2013,Amulet,front
Renault,11100,vagon,180,1.5,Diesel,yes,2012,Megane,front
VAZ,4600,vagon,133,1.6,Gas,yes,2011,2111,front
Nissan,13600,crossover,40,1.6,Petrol,yes,2011,Qashqai,front
Skoda,5300,hatch,129,1.4,Gas,yes,2002,Fabia,front
Audi,16700,vagon,131,2,Diesel,yes,2009,A4,front
Volkswagen,1900,hatch,300,1.9,Diesel,no,1999,Golf IV,front
Chevrolet,24000,sedan,15,3,Other,yes,2013,Malibu,
Renault,8499,van,120,1.5,Diesel,yes,2014,Kangoo ãðóç.,front
Mitsubishi,9200,sedan,92,2,Petrol,yes,2010,Lancer X,front
Volkswagen,7300,hatch,117,1.4,Petrol,yes,2007,Polo,front
Ford,10500,van,35,1.8,Diesel,yes,2013,Transit Connect ïàññ.,front
Mercedes-Benz,2500,sedan,111,2.3,Gas,yes,1992,E-Class,
Volkswagen,12400,other,248,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front
VAZ,2400,sedan,167,1.5,Gas,yes,1997,21099,front
Audi,6100,sedan,305,1.6,Other,yes,1996,A4,
Skoda,11900,sedan,210,1.8,Petrol,yes,2008,Superb,front
Smart,5100,other,113,0.7,Petrol,yes,2005,Fortwo,rear
Mitsubishi,6900,sedan,190,1.6,Gas,yes,2007,Lancer,front
Volkswagen,8700,sedan,270,NA,Diesel,yes,2009,Caddy ïàññ.,
Mercedes-Benz,35500,other,99,2.99,Diesel,yes,2011,E-Class,rear
Skoda,5300,vagon,200,1.2,Gas,yes,2006,Fabia,front
Opel,5000,vagon,260,2.5,Diesel,yes,1997,Omega,rear
Opel,7800,van,260,2.5,Diesel,yes,2004,Vivaro ãðóç.,front
Ford,7000,van,600,2.4,Diesel,yes,2001,Transit ïàññ.,rear
Ford,20377.5,crossover,0,1.5,Petrol,yes,2016,Kuga,front
Chery,3700,hatch,70,1.1,Petrol,yes,2008,QQ,front
Smart,6750,other,20,1,Petrol,yes,2011,Fortwo,
Peugeot,18000,other,88,1.6,Petrol,yes,2010,RCZ,front
Mazda,1600,hatch,220,1.5,Petrol,no,1995,323,front
Skoda,7300,sedan,167,1.6,Petrol,yes,2007,Octavia Tour,front
Mitsubishi,28800,crossover,100,3.2,Diesel,yes,2013,Pajero Wagon,full
Toyota,9800,sedan,123,NA,Petrol,yes,2008,Corolla,front
VAZ,1500,sedan,23,1.3,Petrol,yes,1985,2106,rear
Nissan,12250,crossover,240,3,Diesel,yes,2003,Patrol,full
Citroen,7700,hatch,83,1.6,Gas,yes,2008,C4,front
Toyota,15400,sedan,152,3.5,Gas,yes,2007,Avalon,front
Opel,8700,sedan,180,2.2,Gas,yes,2006,Vectra C,front
Hyundai,17500,vagon,3,1.6,Diesel,yes,2014,i30,front
Renault,11600,vagon,165,1.5,Diesel,yes,2012,Megane,front
Volkswagen,4000,hatch,105,2,Other,yes,2013,Golf VII,front
Opel,1400,sedan,430,1.6,Petrol,yes,1987,Kadett,front
Peugeot,6300,van,270,2,Diesel,yes,2005,Expert ïàññ.,front
Mercedes-Benz,6100,sedan,300,3.2,Diesel,no,2004,E-Class,rear
Kia,7150,hatch,920,1.4,Petrol,yes,2008,Ceed,front
VAZ,4200,hatch,57,1.4,Gas,yes,2010,1119,front
Volkswagen,10300,other,215,1.9,Other,yes,2007,T5 (Transporter) ïàññ.,front
Chevrolet,6850,vagon,116,1.8,Gas,yes,2006,Lacetti,front
Hyundai,6500,sedan,65,1.4,Petrol,yes,2008,Accent,front
ZAZ,7000,sedan,30,1.5,Petrol,yes,2013,Vida,front
Audi,11115,hatch,150,1.6,Petrol,yes,2008,A3,front
Volkswagen,5400,other,314,2.4,Diesel,yes,1993,T4 (Transporter) ïàññ.,front
Mazda,8500,sedan,138,1.8,Gas,yes,2005,6,front
Citroen,6500,van,127,1.4,Diesel,yes,2008,Nemo ïàññ.,front
Toyota,14700,vagon,98,2,Gas,yes,2008,Rav 4,full
Audi,4800,other,207,2,Petrol,yes,2002,A4,front
Volkswagen,2300,hatch,320,1.6,Gas,yes,1989,Golf II,front
VAZ,2800,sedan,153,NA,Other,yes,2007,2110,
Lexus,42900,crossover,2,2.7,Petrol,yes,2014,RX 270,front
Mercedes-Benz,13600,sedan,115,NA,Petrol,yes,2007,C-Class,rear
Mitsubishi,7500,sedan,79,1.6,Gas,yes,2008,Lancer,front
Audi,3200,vagon,244,2,Other,no,2006,A4,front
BMW,45000,sedan,29,2,Diesel,yes,2016,520,rear
Mercedes-Benz,4500,sedan,240,3.2,Other,no,2005,C-Class,rear
Honda,20000,sedan,130,2.4,Petrol,yes,2009,Accord,front
Audi,52000,other,124,3,Diesel,yes,2012,A8,full
Fiat,8300,van,149,1.6,Diesel,yes,2012,Scudo ãðóç.,front
Volkswagen,8950,van,206,1.6,Diesel,yes,2012,Caddy ãðóç.,front
Daewoo,3800,sedan,140,1.5,Petrol,yes,2007,Lanos,front
ËUAZ,1500,crossover,31,NA,Petrol,yes,1987,969Ì,full
Skoda,5300,vagon,175,1.4,Gas,yes,2002,Fabia,front
Kia,8300,hatch,93,1.6,Petrol,yes,2008,Ceed,front
Nissan,1450,hatch,205,2,Diesel,yes,1991,Sunny,front
Opel,9600,van,190,NA,Diesel,yes,2007,Vivaro ïàññ.,front
Toyota,15500,crossover,130,2,Petrol,yes,2008,Rav 4,full
VAZ,3400,other,133,NA,Petrol,yes,2007,2115,front
ZAZ,1250,hatch,1,1.2,Petrol,yes,2004,1103 Ñëàâóòà,front
Mercedes-Benz,0,van,300,2.3,Diesel,yes,1996,Vito ïàññ.,
Skoda,23000,sedan,32,NA,Petrol,yes,2013,Superb,front
Mercedes-Benz,17200,sedan,180,3,Diesel,yes,2006,320,full
BMW,25000,crossover,130,3,Diesel,yes,2012,X5,full
Kia,21500,crossover,150,2.2,Diesel,yes,2011,Sorento,front
Mercedes-Benz,1999,sedan,400,2.2,Diesel,no,2000,200,front
Mercedes-Benz,27300,crossover,149,5.46,Petrol,yes,2009,ML 550,full
Mitsubishi,16950,crossover,135,3,Gas,yes,2008,Pajero Wagon,full
Renault,7299,sedan,160,2,Petrol,yes,2007,Megane,front
Seat,8700,sedan,68,2,Petrol,yes,2007,Cordoba,front
Daewoo,3500,hatch,99,0.8,Petrol,yes,2008,Matiz,front
VAZ,4300,other,51,1.6,Petrol,yes,2012,2110,front
VAZ,4850,other,35,1.6,Petrol,yes,2013,2114,front
VAZ,4000,crossover,80,1.6,Petrol,yes,2006,2121,
Daewoo,3300,sedan,176,NA,Gas,yes,2008,Lanos,front
Nissan,15000,sedan,92,3.5,Petrol,yes,2008,Teana,front
Volkswagen,13950,hatch,104,1.2,Petrol,yes,2012,Golf Plus,front
Volkswagen,7400,sedan,178,1.8,Gas,yes,2001,Passat B5,front
Fiat,5500,van,240,2,Diesel,yes,2003,Scudo ïàññ.,front
VAZ,2200,sedan,45,1.6,Petrol,yes,1992,2109,front
Mercedes-Benz,13566,other,171,2.2,Other,no,2011,Vito ïàññ.,rear
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,FX 37,full
Mitsubishi,8500,crossover,320,3,Gas,yes,2000,Pajero Sport,full
VAZ,2900,sedan,160,1.6,Petrol,yes,2005,2110,front
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,QX70,full
VAZ,5200,sedan,27,1.6,Petrol,yes,2011,2110,front
Volkswagen,3000,vagon,275,1.9,Diesel,no,2001,Passat B5,front
VAZ,3800,sedan,150,1.6,Petrol,yes,2008,2110,front
Audi,5300,other,370,1.8,Petrol,yes,1997,A6,front
Audi,0,sedan,2,3,Diesel,yes,2015,A8,full
Mazda,8400,sedan,163,2,Gas,yes,2005,3,front
Volkswagen,1500,sedan,265,1.8,Petrol,yes,1988,Jetta,front
Chevrolet,11300,sedan,75,1.8,Other,yes,2013,Cruze,front
Daewoo,4900,sedan,25,1.3,Petrol,yes,2014,Sens,front
Seat,7100,hatch,109,2,Petrol,yes,2008,Ibiza,front
Subaru,13700,crossover,85,2.5,Petrol,yes,2008,Forester,full
Mercedes-Benz,7300,sedan,245,2.8,Gas,yes,1998,E-Class,rear
ZAZ,2350,sedan,85,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front
Opel,5200,sedan,202,3.2,Petrol,yes,2004,Vectra C,front
Toyota,8900,sedan,154,1.6,Gas,yes,2008,Corolla,front
Porsche,19500,crossover,87,4.5,Gas,yes,2006,Cayenne,full
Daewoo,4000,hatch,125,1.5,Petrol,yes,2007,Lanos,front
Lexus,12500,vagon,127,3,Gas,yes,2002,RX 300,full
Opel,6800,sedan,250,3.2,Gas,yes,2004,Vectra C,front
Opel,5600,hatch,320,2.5,Gas,yes,1997,Vectra B,front
Toyota,6950,sedan,192,2,Petrol,yes,2003,Avensis,front
Mercedes-Benz,15200,sedan,170,2.8,Gas,yes,2007,E-Class,full
VAZ,3100,sedan,70,1.5,Petrol,yes,1990,2106,rear
Daewoo,4500,sedan,126,1.6,Petrol,yes,2005,Lanos,front
Renault,10800,van,187,2,Diesel,yes,2012,Trafic ãðóç.,front
Peugeot,6900,van,247,1.6,Diesel,yes,2007,Expert ïàññ.,front
Mercedes-Benz,22700,sedan,140,5,Petrol,yes,2007,S 500,rear
BMW,45500,other,26,2,Diesel,yes,2015,520,rear
Skoda,12800,sedan,160,1.9,Diesel,yes,2010,Octavia A5,front
Volkswagen,1199,hatch,250,1.9,Diesel,no,1994,Golf III,front
Chery,4100,sedan,21,1.3,Petrol,yes,2009,Jaggi,front
Toyota,11600,hatch,24,1.6,Petrol,yes,2009,Auris,front
Mercedes-Benz,38500,sedan,56,2.2,Diesel,yes,2014,CLA-Class,front
Audi,1852.5,sedan,150,1.8,Petrol,yes,1985,80,full
Dacia,6600,sedan,9,1.4,Petrol,yes,2008,Logan,front
Land Rover,31500,crossover,100,2.2,Diesel,yes,2013,Freelander,full
Mazda,6999,sedan,195,2,Gas,yes,2005,6,front
Volkswagen,11250,other,159,1.4,Petrol,yes,2010,Golf VI,front
Nissan,2300,hatch,1,1.4,Other,yes,1992,Sunny,front
Lexus,32500,sedan,110,4.6,Petrol,yes,2010,LS 460,full
Mercedes-Benz,19600,van,127,1.8,Diesel,yes,2013,B 180,front
Renault,5100,vagon,156,1.5,Diesel,yes,2006,Kangoo ïàññ.,front
Skoda,8499,sedan,132,1.6,Petrol,yes,2005,Octavia A5,front
Peugeot,6199,vagon,250,1.6,Petrol,yes,2003,307,front
Citroen,5500,hatch,71,1.4,Petrol,yes,2004,C3,front
VAZ,4450,sedan,138,1.6,Gas,yes,2011,2110,front
Skoda,7300,sedan,263,1.8,Gas,yes,2004,Superb,front
Volkswagen,1550,hatch,130,1.3,Petrol,yes,1986,Golf II,front
Ford,1900,hatch,350,2,Petrol,yes,1986,Scorpio,rear
Hyundai,11300,sedan,40,1.6,Other,yes,2012,Accent,front
Toyota,22900,crossover,132,2.7,Gas,yes,2012,Venza,full
Daewoo,3300,sedan,123,1.3,Petrol,yes,2005,Sens,rear
Daewoo,4300,sedan,23,8,Petrol,yes,2012,Matiz,front
Subaru,8800,sedan,203,2.5,Petrol,yes,2005,Legacy,full
Volkswagen,7500,sedan,280,1.8,Other,yes,2005,Passat B5,front
Volkswagen,9800,van,299,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,full
Volkswagen,4800,hatch,90,1.9,Diesel,yes,1992,Golf III,front
Jaguar,19250,sedan,137,3,Petrol,yes,2009,XF,rear
Audi,3500,sedan,265,2,Diesel,yes,1986,100,front
Nissan,4800,sedan,300,2,Petrol,yes,1995,Maxima,front
Volkswagen,7400,van,380,2.5,Diesel,yes,2000,T4 (Transporter) ïàññ.,front
Opel,5650,sedan,285,1.6,Petrol,yes,2001,Astra G,front
Opel,5700,van,253,1.7,Diesel,yes,2003,Combo ïàññ.,front
Citroen,12500,van,120,1.6,Diesel,yes,2013,Berlingo ïàññ.,front
Citroen,4600,van,92,1.36,Petrol,yes,2010,Nemo ãðóç.,front
Nissan,9000,crossover,365,3.3,Gas,yes,1999,Pathfinder,full
Daewoo,3599,sedan,137,1.3,Petrol,yes,2005,Sens,front
Mitsubishi,5900,sedan,142,1.6,Gas,yes,2005,Lancer,front
Volkswagen,17900,van,188,2.5,Diesel,yes,2008,Multivan,full
Peugeot,7700,sedan,190,2,Gas,yes,2007,407,front
Hyundai,7150,sedan,60,1.4,Petrol,yes,2010,Accent,front
Skoda,12900,sedan,91,1.8,Petrol,yes,2012,Octavia A5,front
Nissan,12500,hatch,7,1.2,Petrol,yes,2015,Micra,front
Toyota,21800,crossover,170,4,Gas,yes,2006,Land Cruiser Prado,full
Mercedes-Benz,30000,crossover,97,2.14,Diesel,yes,2011,ML 250,full
Mercedes-Benz,6500,sedan,215,55,Petrol,no,2001,S 55,rear
Opel,7950,sedan,180,2.2,Other,yes,2007,Vectra C,front
ZAZ,1050,sedan,130,NA,Gas,yes,2005,1102 Òàâðèÿ,front
Volkswagen,10200,vagon,186,2,Diesel,yes,2005,Passat B6,front
Lexus,17800,sedan,150,3.5,Petrol,yes,2007,ES 350,front
Audi,1900,sedan,450,2.5,Diesel,no,1996,A6,front
Opel,4300,sedan,1,2,Gas,yes,1995,Omega,rear
Audi,4299,sedan,307,2.8,Gas,yes,1991,100,full
Mercedes-Benz,14900,van,211,2.2,Other,yes,2012,Vito ãðóç.,
Ford,7000,van,163,1.8,Diesel,yes,2007,Transit Connect ïàññ.,front
Mercedes-Benz,85000,sedan,36,5.5,Petrol,yes,2014,CLS 63 AMG,rear
Renault,12000,sedan,81,2,Petrol,yes,2012,Fluence,front
Toyota,23500,sedan,75,2.5,Gas,yes,2011,Camry,front
Toyota,14400,sedan,80,2.4,Petrol,yes,2008,Camry,front
Mitsubishi,9200,sedan,115,2,Petrol,yes,2008,Lancer X,front
Mitsubishi,19000,crossover,47,2,Petrol,yes,2012,ASX,full
VAZ,2450,sedan,15,1.5,Petrol,yes,2005,2107,rear
Mercedes-Benz,5300,sedan,380,3,Diesel,yes,1995,E-Class,rear
Volkswagen,13700,van,222,2,Diesel,yes,2011,T5 (Transporter) ãðóç,front
Smart,7300,other,165,0.8,Diesel,yes,2007,Fortwo,rear
Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser,full
Volkswagen,4999,sedan,145,2,Petrol,yes,2000,Jetta,front
Volkswagen,4900,vagon,263,2,Diesel,no,2007,Passat B6,front
Lexus,16500,crossover,215,3,Petrol,yes,2006,RX 300,full
Nissan,10500,hatch,41,1.2,Petrol,yes,2013,Micra,front
Mazda,10900,crossover,96,2.3,Petrol,yes,2007,CX-7,full
Mercedes-Benz,2500,sedan,200,2.3,Gas,yes,1986,190,rear
Chevrolet,5800,sedan,170,1.6,Gas,yes,2005,Lacetti,front
UAZ,7800,crossover,390,2.7,Gas,yes,2007,Ïàòðèîò,full
VAZ,1500,sedan,93,1.5,Other,yes,2004,2107,rear
Fiat,11300,other,40,1.2,Petrol,yes,2013,500,front
VAZ,1700,hatch,115,1.3,Petrol,yes,1990,2108,front
GAZ,15000,sedan,40,2.5,Petrol,yes,1963,21,rear
Volkswagen,13500,van,43,2,Diesel,yes,2014,T5 (Transporter) ãðóç,front
Volkswagen,38000,crossover,189,3,Diesel,yes,2012,Touareg,full
Kia,22400,crossover,82,2.2,Diesel,yes,2013,Sorento,full
Ford,11000,van,100,2.2,Diesel,yes,2011,Transit ïàññ.,front
Volkswagen,12500,sedan,161,2,Petrol,yes,2006,Passat B6,front
Mercedes-Benz,0,crossover,0,3,Diesel,yes,2016,GL 350,full
Volkswagen,3300,vagon,430,1.8,Petrol,yes,1991,Passat B3,front
Volkswagen,1800,vagon,280,1.9,Diesel,yes,1996,Golf III,front
Opel,6300,sedan,128,1.6,Petrol,yes,2007,Astra G,front
BMW,9500,sedan,400,3.5,Gas,yes,1999,735,rear
Mercedes-Benz,29999,hatch,9,NA,Other,yes,2015,B-Class Electric Drive,front
Toyota,13500,crossover,126,4,Petrol,no,2011,Land Cruiser Prado,full
Mercedes-Benz,8500,van,630,2.9,Diesel,yes,1998,Sprinter 312 ïàññ.,front
BMW,14990,sedan,135,2.5,Petrol,yes,2005,525,full
Mitsubishi,9900,sedan,55,2,Other,yes,2008,Lancer X,front
Mercedes-Benz,30500,crossover,150,5.5,Petrol,yes,2002,G 500,full
Daewoo,4290,sedan,220,1.5,Gas,yes,2005,Lanos,front
BMW,0,crossover,15,4.39,Petrol,yes,2015,X5 M,full
Mercedes-Benz,0,crossover,0,3,Diesel,yes,2016,GLS 350,full
VAZ,3400,sedan,840,1.6,Petrol,yes,2007,2170,front
Mazda,0,vagon,267,1.7,Diesel,yes,1992,323,front
Mazda,5900,sedan,158,1.6,Petrol,yes,2004,3,front
Toyota,5800,sedan,200,2.2,Petrol,yes,1999,Camry,front
Opel,10000,other,211,1.9,Diesel,yes,2006,Vivaro ïàññ.,front
Land Rover,0,crossover,40,3,Other,yes,2013,Range Rover Sport,full
BMW,14000,crossover,164,3,Diesel,no,2006,X5,full
Citroen,10900,other,130,1.6,Diesel,yes,2010,Berlingo ïàññ.,front
Mercedes-Benz,22000,sedan,110,1.8,Petrol,yes,2011,C-Class,rear
Land Rover,0,crossover,18,4.4,Diesel,yes,2015,Range Rover,full
MINI,30381,hatch,0,1.5,Petrol,yes,2016,Cooper,front
Volkswagen,15200,sedan,185,1.4,Petrol,yes,2011,Golf VI,front
Mercedes-Benz,69500,crossover,84,3,Diesel,yes,2014,GL 350,full
Mercedes-Benz,3800,other,107,0.6,Petrol,yes,2000,Smart,rear
Volkswagen,6800,van,325,2.5,Diesel,yes,2001,T4 (Transporter) ïàññ.,front
VAZ,1400,hatch,150,1.5,Petrol,yes,1988,2109,front
Nissan,10500,hatch,53,1.2,Petrol,yes,2013,Micra,front
Mercedes-Benz,47000,sedan,0,1.6,Petrol,yes,2016,C-Class,rear
Mercedes-Benz,5500,sedan,250,2.7,Diesel,no,2003,E-Class,rear
Audi,1400,sedan,250,1.8,Petrol,no,1993,80,front
Mazda,22563.45,sedan,0,2,Petrol,yes,2016,6,front
BMW,67431,crossover,0,2,Diesel,yes,2016,X5,full
BMW,40755,sedan,0,2,Petrol,yes,2016,520,rear
BMW,37976.25,sedan,0,2,Petrol,yes,2016,520,rear
Mazda,7200,sedan,204,2,Other,yes,2005,6,
BMW,65393.25,crossover,0,2,Diesel,yes,2016,X5,full
Mercedes-Benz,2200,sedan,400,2,Petrol,yes,1988,190,rear
Rolls-Royce,0,sedan,22,6.75,Other,yes,2008,Phantom,rear
Volkswagen,12400,other,145,3.2,Petrol,yes,2007,Passat B6,full
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full
Ford,5300,van,500,2.4,Diesel,yes,2004,Transit ïàññ.,rear
Audi,52055.25,crossover,0,2,Diesel,yes,2016,Q5,full
Hyundai,7700,sedan,122,1.6,Gas,yes,2008,Accent,front
Mitsubishi,7200,sedan,178,1.6,Petrol,yes,2007,Lancer,front
Daewoo,2600,other,140,0.8,Petrol,yes,2002,Matiz,front
BMW,70000,sedan,16,3,Diesel,yes,2014,730,full
Toyota,97500,crossover,2,4.6,Petrol,yes,2016,Land Cruiser 200,full
Jaguar,29500,sedan,78,3,Petrol,yes,2013,XF,rear
Dodge,7300,sedan,110,2,Petrol,yes,2008,Avenger,front
Mercedes-Benz,27300,sedan,144,2.14,Diesel,yes,2011,E-Class,front
Mercedes-Benz,38900,crossover,65,4.5,Petrol,yes,2010,GL 450,full
Mitsubishi,10200,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon,full
BMW,1900,sedan,200,1.8,Gas,no,1994,318,rear
Honda,6900,sedan,135,NA,Petrol,no,2007,Accord,
Hyundai,8200,sedan,98,1.6,Gas,yes,2008,Elantra,front
Kia,11400,vagon,69,2,Petrol,yes,2011,Carens,front
Acura,8699,sedan,144,3.2,Gas,yes,2005,TL,front
Renault,7900,vagon,91,1.5,Diesel,yes,2008,Scenic,front
Renault,3300,van,345,1.9,Diesel,yes,2001,Kangoo ãðóç.,front
Kia,8100,sedan,150,2,Gas,yes,2008,Magentis,front
Nissan,13500,crossover,88,2,Petrol,yes,2007,Qashqai,front
Volkswagen,10600,other,140,2,Other,yes,2007,Passat B6,front
VAZ,3300,sedan,107,1.6,Petrol,yes,2005,2110,front
Ford,4000,sedan,250,2.5,Gas,yes,1997,Mondeo,front
Audi,3000,sedan,265,1.8,Petrol,yes,1988,80,front
Fiat,8500,vagon,60,1.4,Petrol,yes,2012,Doblo ïàññ.,
Geely,4100,sedan,108,1.5,Gas,yes,2011,CK-2,front
Infiniti,19900,other,25,3.7,Petrol,yes,2015,QX70,
BMW,9500,sedan,217,2.2,Petrol,yes,2002,320,rear
Infiniti,19900,other,25,3.7,Petrol,yes,2015,FX 37,
Opel,1800,sedan,1,2,Gas,no,1999,Omega,rear
Opel,1850,sedan,270,2,Petrol,no,1999,Vectra B,front
Nissan,13000,crossover,160,2,Other,yes,2008,Qashqai,full
Daewoo,3900,sedan,218,1.5,Gas,yes,2004,Lanos,front
Renault,5800,van,217,2,Gas,yes,2003,Scenic,front
Mazda,8100,hatch,96,1.6,Petrol,yes,2007,3,front
Lexus,18500,sedan,102,3,Petrol,yes,2008,IS 300,rear
Mercedes-Benz,17500,other,180,3,Diesel,yes,2008,Vito ïàññ.,rear
Volkswagen,6600,hatch,136,1.4,Gas,yes,2001,Golf IV,front
Mazda,11600,crossover,112,2.3,Petrol,yes,2008,CX-7,full
Opel,5200,sedan,230,2.2,Gas,yes,2000,Omega,rear
Opel,3000,hatch,300,1.6,Gas,yes,1991,Astra F,front
Daewoo,4800,hatch,450,1.3,Petrol,yes,2013,Sens,
Toyota,15500,crossover,120,2,Petrol,yes,2008,Rav 4,full
Chery,4500,hatch,59,1.3,Petrol,yes,2008,Kimo,front
Land Rover,27000,crossover,126,4.2,Petrol,yes,2007,Range Rover Sport,full
Kia,11000,hatch,55,1.6,Petrol,yes,2010,Soul,front
BMW,3900,sedan,330,3,Diesel,no,2000,530,rear
Daewoo,4200,sedan,288,1.5,Gas,yes,2004,Lanos,front
VAZ,650,sedan,10,1.3,Petrol,yes,1982,2111,rear
Volkswagen,11200,sedan,260,3.2,Petrol,yes,2006,Passat B6,full
Mercedes-Benz,7600,van,280,2.2,Diesel,yes,2001,Vito ïàññ.,front
Skoda,5850,hatch,122,1.4,Petrol,yes,2007,Fabia,front
Hyundai,2300,sedan,230,1.5,Petrol,yes,1994,Pony,front
Citroen,0,other,185,2,Diesel,yes,2006,Berlingo ïàññ.,front
VAZ,2200,sedan,125,1.3,Gas,yes,1977,2101,rear
VAZ,3900,sedan,100,1.6,Petrol,yes,2010,21093,front
Mercedes-Benz,41900,sedan,95,6.3,Other,yes,2011,S 550,
Volkswagen,9999,sedan,182,1.6,Petrol,yes,2006,Jetta,front
Citroen,5980,van,140,1.3,Diesel,yes,2012,Nemo ãðóç.,front
Ford,13200,hatch,32,1,Petrol,yes,2014,Focus,front
TATA,12900,other,75,2.2,Diesel,yes,2013,Xenon,full
Mercedes-Benz,7900,other,197,2.2,Diesel,yes,2003,Vito ïàññ.,
Kia,15000,sedan,69,1.6,Gas,yes,2013,Cerato,front
VAZ,4100,other,5,1.6,Gas,yes,2008,2170,front
Nissan,22100,crossover,88,3.5,Gas,yes,2011,Murano,full
Mercedes-Benz,4500,other,525,2.3,Diesel,yes,1995,Sprinter 208 ïàññ.,rear
ZX,7700,crossover,249,2.4,Petrol,yes,2006,LandMark,full
Skoda,5900,hatch,180,1.6,Petrol,yes,2004,Octavia,front
Citroen,6900,van,202,1.6,Diesel,yes,2010,Jumpy ãðóç.,front
