car,price,body,mileage,engV,engType,registration,year,model,drive
Chevrolet,6300,hatch,81,1.6,Petrol,yes,2009,Lacetti,front
Volkswagen,12000,van,196,2,Diesel,yes,2011,T5 (Transporter) ãðóç,front
BMW,33000,sedan,147,3,Diesel,yes,2009,730,rear
Hyundai,15999,crossover,87,2.4,Gas,yes,2011,Santa FE,full
Skoda,15800,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front
Skoda,3400,hatch,220,1.9,Diesel,no,2002,Octavia,front
BMW,49900,other,82,3,Petrol,yes,2012,640,rear
Hyundai,12333,crossover,78,2,Petrol,yes,2009,Tucson,full
Skoda,15500,vagon,112,1.8,Petrol,yes,2011,Superb,front
Volkswagen,9200,sedan,195,2,Petrol,yes,2006,Passat B6,front
Skoda,9100,sedan,170,1.6,Petrol,yes,2007,Octavia A5,front
Ford,15999,sedan,67,2,Petrol,yes,2011,Mondeo,front
Nissan,11800,crossover,140,2,Petrol,yes,2009,Qashqai,full
Volkswagen,3000,sedan,240,1.8,Petrol,yes,1991,Jetta,front
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Chevrolet,5200,sedan,11,NA,Petrol,yes,2007,Aveo,front
Volkswagen,10800,other,146,1.6,Diesel,yes,2012,Caddy,front
BMW,16800,crossover,250,3,Diesel,yes,2004,X5,full
Land Rover,19500,crossover,169,4.2,Gas,yes,2007,Range Rover Sport,full
Opel,15500,van,180,2,Diesel,yes,2010,Vivaro ïàññ.,front
VAZ,2900,sedan,84,1.6,Petrol,yes,2007,21099,front
Skoda,17900,sedan,57,1.4,Petrol,yes,2012,Superb,front
BMW,23999,crossover,194,3,Petrol,yes,2007,X5,full
Nissan,115916.4825,other,1,3.8,Petrol,yes,2016,GT-R,full
Mercedes-Benz,69900,sedan,76,6,Petrol,yes,2010,S 500,rear
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full
VAZ,3600,sedan,35,1.5,Petrol,yes,2009,2107,rear
Opel,7500,sedan,107,1.4,Petrol,yes,2007,Astra G,front
Skoda,12300,sedan,102,1.6,Petrol,yes,2012,Octavia A5,front
Hyundai,10200,sedan,59,1.4,Petrol,yes,2012,Accent,front
Nissan,15658,hatch,49,NA,Other,yes,2013,Leaf,front
Hyundai,9550,crossover,138,2,Gas,yes,2007,Tucson,front
Volkswagen,9850,van,126,2,Diesel,yes,2012,Caddy ãðóç.,front
Opel,1850,hatch,316,2,Diesel,no,1999,Astra G,front
Volkswagen,19500,sedan,128,1.8,Petrol,yes,2013,Passat B7,front
Honda,5200,other,200,1.7,Gas,yes,2002,Civic,front
Honda,4000,hatch,260,1.5,Petrol,yes,1999,Civic,front
Mercedes-Benz,29000,crossover,139,3.5,Gas,yes,2009,ML 350,full
Volkswagen,15000,other,280,2.8,Diesel,yes,2006,LT ïàññ.,rear
Toyota,10700,sedan,57,1.3,Petrol,yes,2010,Corolla,front
Renault,0,van,159,1.5,Diesel,yes,2011,Kangoo ãðóç.,front
Audi,0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
Porsche,51000,crossover,52,3,Diesel,yes,2013,Cayenne,full
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,full
Ford,13000,other,200,4.6,Gas,yes,1994,Mustang GT,rear
Toyota,164500,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200,full
Volkswagen,0,van,124,1.6,Diesel,yes,2013,Caddy ãðóç.,front
Mitsubishi,18700,crossover,97,3.2,Diesel,yes,2009,Pajero Wagon,full
Nissan,94500,other,18,3.8,Petrol,yes,2014,GT-R,full
Audi,16999,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,full
Land Rover,92000,crossover,0,5,Petrol,yes,2015,Range Rover Sport,full
Volkswagen,0,other,142,2.5,Diesel,yes,2007,Multivan,full
Mitsubishi,5900,sedan,170,1.6,Petrol,yes,2007,Lancer,front
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front
Nissan,19800,hatch,33,NA,Other,yes,2014,Leaf,front
Nissan,15444,hatch,61,NA,Other,yes,2013,Leaf,front
Hyundai,14900,sedan,74,2.4,Gas,yes,2012,Sonata,front
Nissan,12850,hatch,30,NA,Other,yes,2011,Leaf,front
Mitsubishi,9300,sedan,95,2,Petrol,yes,2008,Lancer X,front
Toyota,19500,crossover,150,4,Petrol,yes,2005,Land Cruiser Prado,full
Citroen,19000,sedan,123,1.6,Petrol,yes,2013,DS5,front
Lexus,43800,crossover,85,5.7,Gas,yes,2009,LX 570,full
Mercedes-Benz,32000,crossover,96,3.5,Petrol,yes,2010,ML 350,full
Toyota,10500,sedan,185,1.6,Petrol,yes,2008,Corolla,front
Hyundai,33500,sedan,0,2.4,Petrol,yes,2016,Sonata,front
Opel,4600,vagon,180,1.6,Petrol,yes,2000,Astra G,front
Chevrolet,5200,sedan,126,1.5,Gas,yes,2007,Aveo,front
Lexus,54500,crossover,118,5.7,Petrol,yes,2010,LX 570,full
Renault,2150,vagon,199,1.9,Diesel,no,2003,Laguna,front
BMW,1650,sedan,270,1.8,Petrol,no,1995,318,rear
BMW,3150,sedan,200,2,Diesel,no,1999,320,rear
Mercedes-Benz,45555,sedan,42,3,Diesel,yes,2011,S 350,rear
Volkswagen,16000,crossover,90,2,Petrol,yes,2011,Tiguan,full
Hyundai,21900,sedan,110,3,Petrol,yes,2012,Grandeur,front
Volkswagen,9555,van,152,1.6,Diesel,yes,2012,Caddy ãðóç.,front
Volkswagen,10777,van,157,1.6,Diesel,yes,2012,Caddy ãðóç.,front
Toyota,0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full
Volkswagen,11000,vagon,171,1.9,Diesel,yes,2009,Golf Variant,front
Audi,0,vagon,0,3,Diesel,yes,2016,A6 Allroad,full
Nissan,94900,other,18,3.8,Petrol,yes,2013,GT-R,full
Volkswagen,12700,hatch,156,1.6,Diesel,yes,2011,Golf VI,front
Daewoo,2750,sedan,147,1.3,Petrol,yes,2003,Sens,front
BMW,99999,other,0,3,Petrol,yes,2016,640,full
VAZ,3100,sedan,160,1.5,Petrol,yes,2006,21099,front
Renault,4200,sedan,310,1.4,Petrol,yes,2003,Symbol,front
Volkswagen,17777,van,250,2,Diesel,yes,2010,T6 (Transporter) ïàññ.,full
Mercedes-Benz,3799,sedan,210,2,Petrol,yes,1995,200,rear
Nissan,16238,hatch,27,NA,Other,yes,2013,Leaf,front
Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Ford,3050,sedan,260,1.6,Gas,yes,1994,Mondeo,front
Dodge,16000,other,138,5.7,Gas,yes,2006,RAM,full
Mercedes-Benz,14600,van,217,2.2,Diesel,yes,2012,Vito ãðóç.,rear
Audi,7750,sedan,259,3,Diesel,no,2005,A6,full
BMW,16500,other,122,2.2,Petrol,yes,2005,520,rear
BMW,12600,sedan,219,3.6,Petrol,yes,2002,735,rear
Lexus,26900,crossover,161,4.7,Petrol,yes,2006,LX 470,full
BMW,3100,sedan,315,2.5,Diesel,no,1998,525,rear
Hyundai,20300,crossover,67,2,Diesel,yes,2012,IX35,full
Hyundai,20300,crossover,55,2,Diesel,yes,2012,IX35,full
Suzuki,10999,crossover,128,2,Gas,yes,2007,Grand Vitara,full
Renault,5900,van,250,1.9,Diesel,yes,2005,Trafic ãðóç.,front
Lexus,15300,sedan,107,2.5,Petrol,yes,2007,IS 250,rear
Nissan,18888,crossover,116,5.6,Gas,yes,2007,Armada,full
VAZ,5450,sedan,67,1.6,Petrol,yes,2013,2170,front
Nissan,27694.134,crossover,1,1.6,Diesel,yes,2016,X-Trail,front
Fiat,4300,van,196,1.3,Diesel,yes,2004,Doblo ïàññ.,
Volkswagen,8999,vagon,161,2,Diesel,yes,2008,Passat B6,front
BMW,20500,crossover,73,2,Petrol,yes,2011,X1,rear
Toyota,11800,sedan,189,2.4,Gas,yes,2007,Camry,front
Volkswagen,12800,vagon,167,1.6,Diesel,yes,2011,Golf Variant,front
VAZ,3350,hatch,190,1.6,Gas,yes,2008,2114,front
Subaru,12000,crossover,135,2.5,Petrol,yes,2008,Forester,full
Mercedes-Benz,24500,sedan,222,5.5,Petrol,yes,2005,S 550,rear
Kia,7850,hatch,87,1.6,Petrol,yes,2008,Ceed,front
BMW,5000,sedan,400,2.5,Petrol,yes,1991,525,rear
Lexus,16999,sedan,149,3.5,Petrol,yes,2007,GS 350,full
Mazda,21340.8,sedan,1,2,Petrol,yes,2015,6,front
Audi,25500,vagon,181,3,Petrol,yes,2009,A6 Allroad,full
Nissan,25000,hatch,2,NA,Other,yes,2015,Leaf,front
BMW,8200,sedan,210,3.5,Petrol,yes,1999,735,rear
Mercedes-Benz,11200,sedan,280,2.2,Diesel,yes,2005,E-Class,rear
Ford,7200,hatch,163,1.6,Petrol,yes,2005,C-Max,front
Lexus,115500,crossover,2,4.5,Diesel,yes,2016,LX 570,full
Mazda,12000,sedan,70,2,Petrol,yes,2008,6,front
BMW,37000,sedan,130,3,Petrol,yes,2011,535,full
Toyota,16800,crossover,165,2.7,Petrol,yes,2005,Land Cruiser Prado,full
Nissan,15000,crossover,23,2,Petrol,yes,2010,Qashqai,front
Nissan,16700,hatch,39,NA,Other,yes,2015,Leaf,front
BMW,3300,sedan,250,3,Diesel,no,2000,530,rear
Porsche,23999,crossover,119,4.8,Petrol,yes,2008,Cayenne,full
Fiat,6300,van,217,1.9,Diesel,yes,2005,Doblo ïàññ.,front
Honda,14200,other,130,2.4,Petrol,yes,2009,Accord,front
Dodge,24500,other,73,8.3,Petrol,yes,2005,RAM,rear
Lexus,37000,sedan,64,4.6,Petrol,yes,2010,LS 460,full
Toyota,21950,crossover,141,2.7,Gas,yes,2010,Venza,full
Skoda,8200,vagon,135,1.6,Gas,yes,2007,Octavia Tour,front
Porsche,67000,sedan,33,4.8,Petrol,yes,2011,Panamera,full
Kia,21500,crossover,107,2.2,Diesel,yes,2011,Sorento,full
Porsche,112000,hatch,22,4.8,Petrol,yes,2014,Panamera,full
Kia,22999,crossover,72,2.2,Diesel,yes,2012,Sorento,full
Toyota,24999,crossover,153,4,Petrol,yes,2007,Land Cruiser Prado,full
Kia,22800,crossover,45,2,Diesel,yes,2013,Sportage,full
Lexus,18500,crossover,227,4.7,Petrol,yes,2002,LX 470,full
Mercedes-Benz,7600,van,240,2.2,Diesel,yes,2005,Vito ïàññ.,rear
BMW,14900,vagon,221,2,Diesel,yes,2008,520,rear
Mercedes-Benz,5300,van,212,2.2,Diesel,yes,2000,Vito ïàññ.,front
VAZ,800,other,150,1.5,Petrol,yes,2002,2108,front
Daewoo,3900,sedan,64,1.4,Gas,yes,2008,Lanos,front
Volkswagen,13700,other,103,2,Diesel,yes,2011,Passat B6,
BMW,2550,vagon,312,2.5,Diesel,no,1999,525,rear
Toyota,13300,other,131,2.4,Gas,yes,2008,Camry,front
Skoda,6950,vagon,138,1.2,Gas,yes,2009,Fabia,front
Peugeot,6800,hatch,146,1.6,Petrol,yes,2007,207,front
Mazda,15600,crossover,79,3.5,Petrol,yes,2008,CX-9,full
Toyota,12200,sedan,185,3.5,Petrol,yes,2008,Camry,front
Mazda,2900,sedan,375,1.8,Petrol,yes,1995,626,front
Mercedes-Benz,22900,sedan,197,2.2,Diesel,yes,2010,E-Class,rear
Hyundai,22800,crossover,0,2,Petrol,yes,2016,Tucson,front
Mazda,6700,sedan,213,2,Gas,yes,2003,6,front
BMW,45000,sedan,110,NA,Other,yes,2012,535,full
Mercedes-Benz,11500,van,180,2.2,Diesel,yes,2011,Vito ïàññ.,rear
Renault,12300,sedan,99,2.5,Petrol,yes,2011,Latitude,front
Volkswagen,15500,sedan,80,1.4,Petrol,yes,2013,Jetta,front
Toyota,28600,crossover,66,2.2,Diesel,yes,2013,Rav 4,full
Mercedes-Benz,14900,sedan,171,3.2,Gas,yes,2006,E-Class,full
BMW,26999,sedan,131,2,Diesel,yes,2011,520,rear
Toyota,13250,sedan,96,2.4,Gas,yes,2008,Rav 4,front
Daewoo,3450,sedan,140,1.5,Gas,yes,2007,Lanos,front
Jeep,40000,crossover,45,3,Diesel,yes,2012,Grand Cherokee,full
Kia,5500,sedan,150,2,Petrol,yes,2004,Magentis,front
Dodge,0,other,0,3,Diesel,yes,2015,RAM,full
Great Wall,10500,other,32,2,Petrol,yes,2013,Haval,
Mercedes-Benz,10900,van,191,2.2,Diesel,yes,2007,Vito ïàññ.,rear
Toyota,99999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mazda,26500,sedan,26,2.5,Petrol,yes,2014,6,front
BMW,13300,vagon,157,2,Diesel,yes,2007,520,rear
Audi,72000,sedan,55,6.3,Petrol,yes,2012,A8,full
Skoda,14900,hatch,87,1.8,Petrol,yes,2012,Octavia A5,front
Mercedes-Benz,0,van,190,2.2,Diesel,yes,2007,Vito ïàññ.,rear
Land Rover,164999,crossover,1,4.4,Diesel,yes,2016,Range Rover,full
Hyundai,26000,crossover,33,2,Diesel,yes,2013,IX35,full
Toyota,8700,sedan,131,1.6,Gas,yes,2007,Corolla,front
Nissan,15000,other,30,NA,Other,yes,2013,Leaf,front
Nissan,95000,other,3,3.8,Petrol,yes,2013,GT-R,
Honda,20850,crossover,114,3.5,Gas,yes,2009,Pilot,full
Subaru,38000,crossover,0,2,Petrol,yes,2016,Forester,full
Chevrolet,11280.79875,sedan,1,1.4,Petrol,yes,2016,Aveo,front
Volkswagen,11500,sedan,119,2,Diesel,yes,2007,Passat B6,front
Opel,5650,sedan,151,1.4,Petrol,yes,2008,Astra G,
Volkswagen,10974.21,sedan,1,1.6,Petrol,yes,2015,Polo,front
Skoda,10900,hatch,163,1.8,Petrol,yes,2006,Octavia,front
Ford,53900,other,1,2.3,Petrol,yes,2016,Mustang,rear
ZAZ,7039.5,hatch,1,1.5,Petrol,yes,2015,Lanos,front
BMW,3500,sedan,272,2,Diesel,yes,2000,320,rear
Mazda,14800,sedan,30,2,Petrol,yes,2009,6,front
Daewoo,3950,other,113,1.5,Other,yes,2006,Lanos,front
Audi,36100,sedan,75,3,Diesel,yes,2011,A7,full
Mercedes-Benz,0,crossover,1,3,Diesel,yes,2016,GLS 350,full
Renault,12200,van,164,2.5,Diesel,yes,2009,Trafic ãðóç.,front
Mercedes-Benz,29500,crossover,253,5,Petrol,yes,2003,G 500,full
Mercedes-Benz,71999,crossover,0,2.2,Diesel,yes,2016,GLE-Class,full
Porsche,49500,crossover,60,3.6,Petrol,yes,2012,Cayenne,full
BMW,29500,crossover,189,3,Diesel,yes,2009,X5,full
Ford,13893.75,sedan,119,2,Petrol,yes,2011,Mondeo,front
BMW,39000,crossover,180,3,Diesel,yes,2011,X5,full
Dodge,0,other,0,3,Diesel,yes,2015,RAM,full
Fiat,4599,van,165,1.3,Diesel,yes,2007,Doblo ãðóç.,front
Chevrolet,6950,sedan,32,1.6,Petrol,yes,2008,Aveo,front
BMW,10700,sedan,243,3,Diesel,yes,2002,530,rear
Daewoo,4200,sedan,99,1.5,Petrol,yes,2008,Lanos,front
Honda,7000,crossover,253,2,Petrol,yes,2001,CR-V,full
Porsche,81000,sedan,20,3.6,Petrol,yes,2014,Panamera,full
Nissan,13999,sedan,121,3.5,Petrol,yes,2010,Teana,front
Land Rover,14000,crossover,230,3.6,Diesel,no,2007,Range Rover,full
Chevrolet,7100,sedan,125,2,Gas,yes,2007,Epica,front
Subaru,8800,crossover,175,2,Gas,yes,2006,Forester,full
Toyota,14400,crossover,119,NA,Gas,yes,2008,Rav 4,full
Daewoo,3200,sedan,200,1.5,Gas,yes,2004,Lanos,front
Toyota,12800,sedan,145,2.4,Petrol,yes,2008,Camry,front
VAZ,1850,sedan,60,NA,Other,yes,1989,2106,
Volkswagen,0,other,440,1.4,Petrol,yes,2008,Eos,front
BMW,31500,crossover,130,3,Diesel,yes,2010,X5,full
BMW,33700,crossover,134,4.4,Petrol,yes,2009,X6,full
Volkswagen,9999,vagon,161,2,Diesel,yes,2008,Passat B6,front
Land Rover,45500,crossover,112,3,Diesel,yes,2012,Range Rover Sport,full
BMW,20999,crossover,170,4.8,Petrol,yes,2008,X5,full
Toyota,20900,sedan,70,2.5,Petrol,yes,2012,Camry,front
BMW,20500,other,114,NA,Other,yes,2008,325,
Mitsubishi,13499,crossover,116,2.4,Petrol,yes,2008,Outlander XL,full
Mitsubishi,7999,sedan,78,1.5,Gas,yes,2011,Lancer X,front
Land Rover,35700,crossover,90,5,Petrol,yes,2012,Range Rover,full
Toyota,14800,crossover,150,NA,Gas,yes,2006,Land Cruiser Prado,full
Lexus,17999,sedan,61,3.5,Petrol,yes,2009,GS 350,full
Honda,13300,sedan,148,NA,Petrol,yes,2009,Accord,front
Hyundai,13300,crossover,110,2.2,Diesel,yes,2008,Santa FE,full
Mercedes-Benz,6999,sedan,200,2.6,Gas,yes,2001,C-Class,rear
Mitsubishi,13300,crossover,135,3,Petrol,yes,2009,Outlander XL,full
Kia,22800,crossover,58,2,Diesel,yes,2013,Sportage,full
Mitsubishi,13900,crossover,127,3,Petrol,yes,2008,Outlander XL,full
Mitsubishi,11800,crossover,120,3,Petrol,yes,2008,Outlander XL,full
Lexus,21300,crossover,112,3.5,Gas,yes,2008,RX 350,full
Kia,22300,crossover,48,2,Diesel,yes,2014,Sportage,full
Mitsubishi,12700,crossover,110,2.4,Gas,yes,2008,Outlander XL,full
Audi,17700,other,70,2,Petrol,yes,2009,TT,
Hyundai,13900,crossover,103,2.2,Diesel,yes,2007,Santa FE,full
Nissan,16900,crossover,131,5.6,Petrol,yes,2007,Armada,full
Land Rover,40900,crossover,90,3.6,Diesel,yes,2011,Range Rover Sport,full
SsangYong,8200,crossover,108,2,Diesel,yes,2007,Actyon,full
Toyota,23300,crossover,40,2,Petrol,yes,2014,Rav 4,full
Skoda,6400,hatch,130,1.4,Petrol,yes,2008,Fabia,front
Chevrolet,5800,crossover,81,1.7,Gas,yes,2007,Niva,full
Nissan,12300,crossover,88,2,Petrol,yes,2009,Qashqai,front
Renault,4350,van,198,1.5,Diesel,yes,2004,Kangoo ïàññ.,front
Smart,8200,other,69,1,Petrol,yes,2009,Fortwo,rear
Hyundai,24250,crossover,1,2,Petrol,yes,2016,Tucson,full
Seat,9000,hatch,70,1.4,Petrol,yes,2011,Leon,front
Toyota,25500,other,103,3.5,Petrol,yes,2010,Venza,full
BMW,36400,crossover,80,3,Petrol,yes,2011,X5,full
Chevrolet,34000,other,80,6,Petrol,yes,2006,Corvette,rear
Nissan,28502.565,crossover,1,2,Petrol,yes,2014,X-Trail,full
Mercedes-Benz,13700,van,198,3.2,Gas,yes,2006,Viano ïàññ.,rear
Hyundai,18800,crossover,27,2,Petrol,yes,2012,IX35,full
Toyota,10100,sedan,142,2.4,Petrol,yes,2007,Camry,front
Mercedes-Benz,13600,van,199,2.2,Diesel,yes,2009,Vito ïàññ.,rear
Mazda,6699,sedan,152,2,Petrol,yes,2004,6,front
Hyundai,12200,crossover,92,NA,Petrol,yes,2009,Tucson,full
Nissan,16500,crossover,60,1.6,Petrol,yes,2013,Qashqai,front
Toyota,25250,crossover,112,4.5,Gas,yes,2007,Land Cruiser 100,full
Volkswagen,4999,van,225,NA,Other,no,2003,Caravelle,
Volkswagen,10400,sedan,87,1.6,Petrol,yes,2011,Polo,front
Mazda,16900,sedan,65,2.5,Petrol,yes,2011,6,front
Audi,9999,sedan,190,2.5,Diesel,yes,2003,A6,front
Toyota,65000,other,60,4.5,Diesel,yes,2013,Land Cruiser 200,full
BMW,22700,crossover,216,4.8,Petrol,yes,2007,X5,full
Audi,8800,sedan,205,1.8,Petrol,yes,2003,A4,front
VAZ,1499,hatch,74,1.5,Other,yes,1989,2108,front
Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser,full
Toyota,85000,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full
Opel,5100,sedan,155,1.4,Petrol,yes,2006,Astra G,front
Ford,8400,hatch,56,1.25,Petrol,yes,2012,Fiesta,front
Hyundai,12999,crossover,145,2.7,Petrol,yes,2009,Santa FE,full
Subaru,12000,vagon,115,2.5,Petrol,yes,2008,Forester,full
BMW,75000,crossover,16,3,Diesel,yes,2015,X6,full
Renault,10500,vagon,165,1.5,Diesel,yes,2012,Megane,front
Ford,9000,hatch,130,1.6,Gas,yes,2010,Focus,front
Porsche,22500,crossover,174,3.2,Gas,yes,2006,Cayenne,full
Volkswagen,8500,van,184,2,Diesel,yes,2007,Caddy ïàññ.,front
Honda,9300,sedan,211,2.4,Gas,yes,2005,Accord,front
Skoda,8700,hatch,115,1.6,Petrol,yes,2010,Fabia,front
Ford,5350,hatch,142,1.3,Petrol,yes,2006,Fiesta,front
Smart,7000,other,74,1,Petrol,yes,2011,Fortwo,rear
VAZ,2800,hatch,200,1.6,Petrol,yes,2005,2112,front
Volkswagen,7170,van,176,2,Diesel,yes,2005,Caddy ïàññ.,front
BMW,3350,vagon,295,2,Diesel,no,2002,320,rear
Hyundai,9500,sedan,155,3.3,Petrol,yes,2006,Sonata,front
Honda,13000,sedan,119,2.4,Other,yes,2008,Accord,front
Audi,31700,sedan,32,1.8,Petrol,yes,2014,A4,front
Ford,15400,vagon,92,1.6,Gas,yes,2013,Focus,front
Audi,2999,vagon,320,NA,Diesel,no,1999,A6,front
Audi,29000,vagon,213,3,Diesel,yes,2010,A6 Allroad,full
Porsche,27300,crossover,136,4.8,Petrol,yes,2009,Cayenne,full
BMW,3800,sedan,304,1.9,Gas,no,2000,318,rear
Daewoo,2650,sedan,165,1.5,Gas,yes,2007,Lanos,front
Volkswagen,19995,hatch,68,1.4,Petrol,yes,2013,Scirocco,front
BMW,4400,sedan,260,2,Gas,yes,1990,520,rear
Toyota,14700,sedan,141,3.5,Petrol,yes,2008,Camry,front
Hyundai,10800,crossover,212,2,Diesel,yes,2009,Tucson,full
Volkswagen,8000,hatch,41,1,Petrol,yes,2012,Up,front
Opel,4700,hatch,233,1.4,Petrol,yes,1999,Astra G,front
Porsche,69900,crossover,40,3,Petrol,yes,2013,Panamera,rear
Audi,73500,sedan,53,6.3,Petrol,yes,2013,A8,full
Opel,10900,other,143,1.3,Diesel,yes,2012,Astra J,front
VAZ,4500,hatch,82,1.6,Petrol,yes,2012,2114,front
Porsche,51900,sedan,57,3.6,Petrol,yes,2011,Panamera,full
Volkswagen,17200,other,15,1.2,Petrol,yes,2014,Golf VII,front
BMW,35500,crossover,33,2,Diesel,yes,2014,X1,full
Nissan,16500,hatch,11,NA,Other,yes,2015,Leaf,front
Volkswagen,30000,van,135,2,Diesel,yes,2011,Multivan,front
Honda,11500,crossover,147,2,Petrol,yes,2004,CR-V,full
Mercedes-Benz,69900,crossover,69,3,Diesel,yes,2014,GL 350,full
Citroen,8200,van,170,1.6,Diesel,yes,2008,Jumpy ïàññ.,front
Kia,5400,hatch,124,1.1,Petrol,yes,2007,Picanto,front
BMW,34900,crossover,117,3,Petrol,yes,2011,X5,full
Toyota,29500,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado,full
Nissan,17700,vagon,30,NA,Other,yes,2013,Leaf,front
Smart,11900,other,90,1,Petrol,yes,2011,Cabrio,rear
Land Rover,168000,crossover,6,4.4,Diesel,yes,2015,Range Rover,full
Mercedes-Benz,42900,hatch,3,NA,Other,yes,2016,B-Class Electric Drive,front
VAZ,4800,sedan,95,1.6,Petrol,yes,2011,2170,front
Toyota,12999,sedan,160,3.5,Gas,yes,2007,Avalon,front
MINI,23950,hatch,70,1.6,Petrol,yes,2012,Countryman,full
Daewoo,3999,sedan,197,2,Petrol,yes,1999,Nubira,front
Peugeot,5500,hatch,127,1.4,Petrol,yes,2006,207,front
Volkswagen,11900,van,273,2.5,Diesel,yes,2003,T4 (Transporter) ïàññ.,front
Peugeot,8450,van,230,1.6,Diesel,yes,2008,Partner ïàññ.,front
Ford,45000,other,9,2.3,Petrol,yes,2015,Mustang,rear
Mitsubishi,8900,sedan,96,2,Petrol,yes,2008,Lancer X,front
BMW,25500,sedan,148,3,Diesel,yes,2007,535,rear
Porsche,117777,hatch,9,4.8,Petrol,yes,2014,Panamera,full
Kia,9000,sedan,225,2,Petrol,yes,2006,Magentis,front
Jeep,4900,crossover,280,4,Petrol,yes,1994,Grand Cherokee,full
Mitsubishi,8800,sedan,105,2,Gas,yes,2008,Lancer X,front
Audi,55000,hatch,24,2.8,Other,yes,2014,A7,full
Lexus,55900,crossover,99,5.7,Gas,yes,2011,LX 570,full
Citroen,4150,other,320,1.9,Other,yes,1998,Jumpy ïàññ.,
Skoda,7600,hatch,199,1.6,Petrol,yes,2007,Octavia,front
Audi,3550,sedan,196,2.8,Petrol,no,1997,A8,front
BMW,2222,sedan,268,1.8,Petrol,no,1996,318,
Audi,68500,sedan,44,6.3,Petrol,yes,2012,A8,full
Nissan,13303,hatch,33,NA,Other,yes,2012,Leaf,front
